ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,CILevel,CIPlusMinus,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Series
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,29799.989789736766,0.19914790325434772,26422.829999999998,-0.04088965392280608,130224.65605942898,163592.4,0.95,63117.204923022815,30474.405806466642,0.2217538226509475,25285.172827904295,0.11048945542284316,5,rmse,11731.566869535818,,,,29799.989789736766,0.19914790325434772,26422.829999999998,-0.04088965392280608,False,BuffaloRochester-conventional
silverkite,silverkite,,{},,169,False,True,0,26,46075.37038304198,0.34133922584697307,40192.766998183266,-1.4883423517955774,135622.82686183104,163592.4,0.95,39268.70594332899,17162.8187600133,0.1200354380545422,13937.304848896343,0.6832822284659523,,,,True,,,46075.37038304198,0.34133922584697307,40192.766998183266,-1.4883423517955774,False,BuffaloRochester-conventional
prophet,prophet,,{},,168,False,True,1,26,5040.70722645712,1.0653156350369892,3097.4191220503117,0.005192348329376983,785.4675650062209,22090.630000000005,0.95,5146.5692312281535,2466.7715089228623,4.925142715036947,1692.9129436732276,0.12384682412375558,,,,True,,,5715.255733241382,0.35436120324609843,3937.192138593909,0.02101675730496222,True,BuffaloRochester-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,168,True,True,1,26,5065.565162027859,1.632058521224452,3516.945131156634,-0.004643509152074676,2533.7758409255543,22090.630000000005,0.95,1979.6068049794092,1211.9623422478312,1.236172309037879,888.7382037387943,0.8091758595451498,5,rmse,4449.290231426067,,,,6895.35326534016,0.5361154623652102,5685.16031308782,-0.4250068896858856,False,BuffaloRochester-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 2, 'weights': 'distance'}",minmax,168,True,True,1,26,5080.978827827258,1.619550326304887,3364.568431435355,-0.010766734614769513,1144.655157704924,22090.630000000005,0.95,0.0,0.0,0.0,0.0,1.0,5,rmse,3210.4461833791897,,,,5414.278492538762,0.22731939476177798,3042.3103845192986,0.1214123314622435,False,BuffaloRochester-organic
silverkite,silverkite,,{},,168,False,True,1,26,5097.030753143497,1.0190422967371446,3138.7506919251323,-0.017163289869252196,406.9034437518652,22090.630000000005,0.95,6782.045845323307,2586.546006872832,1.741420324913844,1671.8923196141152,0.036697677573535925,,,,True,,,5721.301146427353,0.3758299196913816,4055.745510823067,0.0189445881475937,False,BuffaloRochester-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,5099.105990852432,1.375993862243951,3303.3708556155316,-0.017991727220786125,781.1470042904848,22090.630000000005,0.95,2803.264515533884,1816.395154145459,0.73675991154651,1137.2620934662568,0.5713767425664535,,,,,"['knn', 'mlp', 'elasticnet', 'svr', 'xgboost', 'mlr', 'gbt']","(0.26553231223482554, 0.24289381601148638, 0.20766064747111418, 0.20483198347673273, 0.058481110048945815, 0.020600130756895395, 0.0)",5151.025240226565,0.2531787945309153,2990.340101116169,0.2047727053923909,False,BuffaloRochester-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,5137.290572322248,1.4978411560118066,3293.1701284193787,-0.03329524622043434,262.0400730415862,22090.630000000005,0.95,2338.282434119055,1627.697258368262,0.6522815031092675,1021.6164900450467,0.655806767311977,,,,,"['knn', 'mlp', 'elasticnet', 'svr', 'xgboost']",,5189.689266691892,0.2506623837624927,2981.216527047502,0.19278981603108725,False,BuffaloRochester-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",minmax,168,True,True,1,26,5150.163837116528,0.9930592767847434,3152.3299047828705,-0.038480294397398085,105.48972409808222,22090.630000000005,0.95,5680.054091067242,2754.7843296406263,1.4044837166034254,1754.1363875587904,0.014105892230055428,5,rmse,3480.447099048108,,,,5636.915422559956,0.23210537433973025,2942.4291920701853,0.04767111011244718,False,BuffaloRochester-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,168,True,True,1,26,5178.983174523455,1.8949528594201448,3725.5859776240914,-0.050135088893510815,2458.088007025477,22090.630000000005,0.95,5823.416578058394,2645.761930506988,1.5576594496537304,1709.3243027846502,0.09059656639053038,5,rmse,3316.0663471437156,,,,7334.720057358752,0.5968162431057759,6174.950340621405,-0.6123933851964485,False,BuffaloRochester-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 1.0, 'epsilon': 0.01}",minmax,168,True,True,1,26,5181.019333241949,1.0132303721609934,3158.8265197855517,-0.05096098925974313,-55.78887127680199,22090.630000000005,0.95,4008.5042754457004,2789.6377522982616,0.998918028410744,1746.253893803538,-0.01099890862836328,5,rmse,3493.6442633550455,,,,6613.867651455869,0.2556302508110955,3670.661954843924,-0.3110369207923558,False,BuffaloRochester-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,5282.111540492596,1.4863164351511693,3413.5749240233463,-0.0923738761810986,322.71576620079577,22090.630000000005,0.95,4323.303466021191,2547.8230249179037,2.227066640250795,1622.8388127151675,0.15667770996674435,5,rmse,4353.180085122674,,,,5590.835929544393,0.24706605353983174,3204.3625040803254,0.06317727509534965,False,BuffaloRochester-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,5579.1960928300505,2.41356639900869,3370.1197087684045,-0.21870732574708507,-2342.24365234375,22090.630000000005,0.95,168.19971781796846,81.21696975717394,0.15584492336713693,61.37789216202755,0.9991430635288654,5,rmse,4176.445941789331,,,,5405.6662214339385,0.27002251696595264,3261.0954747126652,0.12420517532235686,False,BuffaloRochester-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 4, 'weights': 'distance'}",minmax,169,True,True,0,26,1248922.6105989232,0.16756403309511456,1055681.1862926795,0.14714339262667042,5299455.931441563,6687009.44,0.95,0.0,0.0,0.0,0.0,1.0,5,rmse,1733348.3842663819,,,,1248922.6105989232,0.16756403309511456,1055681.1862926795,0.14714339262667042,True,California-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},pt,169,True,True,0,26,1250721.5301478512,0.14413036780709773,908079.1858240044,0.1446847529345039,5106754.263143251,6687009.44,0.95,1272383.7197943856,779877.4460220123,0.09397716815849294,567274.4465304107,0.5746208024570633,5,rmse,1884184.0309996037,,,,1250721.5301478512,0.14413036780709773,908079.1858240044,0.1446847529345039,False,California-conventional
prophet,prophet,,{},,169,False,True,0,26,1318152.344019697,0.16839260700235148,1045459.9313810538,0.04997250476295245,5205827.361132687,6687009.44,0.95,1517427.5955280396,804513.5727845698,0.10729290623215569,623440.3215302699,0.5178088803838058,,,,True,,,1318152.344019697,0.16839260700235148,1045459.9313810538,0.04997250476295245,False,California-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,1352521.6840161025,0.16350004482895247,923114.5583198374,-0.00021516566372992152,5947184.1033699075,6687009.44,0.95,2301400.562336221,1195746.7199053331,0.1532978327973724,860395.3117770099,-4.4268144343551086e-06,5,rmse,1755975.145699312,,,,1352521.6840161025,0.16350004482895247,923114.5583198374,-0.00021516566372992152,False,California-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 0.1, 'l1_ratio': 0.75}",scale,169,True,True,0,26,1365979.3809191852,0.15809845251208282,1010535.7622536273,-0.02021862982006728,5074688.706424272,6687009.44,0.95,1378604.1086063194,804584.7665230369,0.09814197396400742,589080.5368388019,0.5472409526630897,5,rmse,1721175.9828001906,,,,1365979.3809191852,0.15809845251208282,1010535.7622536273,-0.02021862982006728,False,California-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,0,26,1394926.0160841634,0.1867220185580474,1124068.975839616,-0.0639159269935945,5736398.17031244,6687009.44,0.95,619985.4188847574,339177.96030661155,0.04727872617260528,272415.9545964591,0.919540232287851,5,rmse,1354692.6315712016,,,,1394926.0160841634,0.1867220185580474,1124068.975839616,-0.0639159269935945,False,California-conventional
silverkite,silverkite,,{},,169,False,True,0,26,1419330.3580115759,0.2009030214469473,1132698.7613468184,-0.10146815608406023,5232987.732342094,6687009.44,0.95,1635101.824450255,754424.1749489394,0.09902679254688193,561334.0227843231,0.575982627788874,,,,True,,,1419330.3580115759,0.2009030214469473,1132698.7613468184,-0.10146815608406023,False,California-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,169,True,True,0,26,1547213.3861442516,0.24236614169928422,1383261.6073076923,-0.3088967532204365,5143752.0,6687009.44,0.95,254953.94361651424,134873.30873594113,0.018448756602644063,105753.06664335665,0.9872774094732151,5,rmse,1587955.8072528567,,,,1547213.3861442516,0.24236614169928422,1383261.6073076923,-0.3088967532204365,False,California-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,1103718169.0560257,63.06944718222995,420138066.61208063,-666071.2581782455,4591684564.634535,6687009.44,0.95,461589.32725916046,237710.40683423684,0.03085221783188941,182353.17316419538,0.960479728748567,,,,,"['mlp', 'gbt', 'xgboost', 'elasticnet', 'knn']",,1103718169.0560257,63.06944718222995,420138066.61208063,-666071.2581782455,False,California-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,2166650124.0781193,123.78347790888239,824657952.5939686,-2566742.8740489082,9007214501.526361,6687009.44,0.95,472859.0882525146,212782.81008615677,0.02818595743133892,162393.6213702812,0.9683337521835168,,,,,"['mlp', 'gbt', 'xgboost', 'elasticnet', 'knn', 'svr', 'mlr']","(0.39254558915956217, 0.253706371870442, 0.14193807108773476, 0.07810548110696447, 0.0722730618905775, 0.06143142488471905, 0.0)",2166650124.0781193,123.78347790888239,824657952.5939686,-2566742.8740489082,False,California-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",pt,169,True,True,0,26,5519930591.282333,315.4176814359554,2101338738.5587628,-16659891.540106956,22937168528.364494,6687009.44,0.95,49055.5183572506,27303.89289888321,0.003367490333026452,19506.636765847506,0.9994785980277912,5,rmse,1064931.7914473237,,,,5519930591.282333,315.4176814359554,2101338738.5587628,-16659891.540106956,False,California-conventional
prophet,prophet,,{},,169,False,True,0,26,25896.46573835129,0.14833401867439713,23056.650841791314,0.49657399420901405,166502.43333608963,190257.38,0.95,44656.6089569808,23431.234321516564,0.11988370927424322,17269.706335466173,0.6940313213038237,,,,True,,,25896.46573835129,0.14833401867439713,23056.650841791314,0.49657399420901405,True,California-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 17, 'weights': 'uniform'}",minmax,169,True,True,0,26,26079.390121584314,0.12981003883237155,20917.294751131216,0.4894367936472318,182221.07823529412,190257.38,0.95,45238.75290409326,21366.823209519433,0.12262875386889073,16861.778276429453,0.7559311586963461,5,rmse,43423.0982986485,,,,26079.390121584314,0.12981003883237155,20917.294751131216,0.4894367936472318,False,California-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': None}",minmax,169,True,True,0,26,28626.190222408964,0.12178884290477124,20885.812842535575,0.38484896655582734,161298.9422090768,190257.38,0.95,8092.810257920854,4154.204590930974,0.023097939396233686,3351.922035896285,0.9907741117725626,5,rmse,47655.37131284172,,,,28626.190222408964,0.12178884290477124,20885.812842535575,0.38484896655582734,False,California-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,29648.1173187443,0.1297817135452039,22172.723452783073,0.34014442058584937,159272.12941890498,190257.38,0.95,49842.89874452345,27591.586180642786,0.17457329054658846,23225.24793722277,0.5930081038887052,,,,,"['mlp', 'svr', 'elasticnet', 'xgboost', 'knn']",,29648.1173187443,0.1297817135452039,22172.723452783073,0.34014442058584937,False,California-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",minmax,169,True,True,0,26,30930.932652703348,0.1485172880913878,24337.046903893755,0.2818078018787805,162884.18842787578,190257.38,0.95,67450.31201560932,35296.238240768136,0.22430891662975805,30042.504856243566,0.3339769335719941,5,rmse,28367.08220835778,,,,30930.932652703348,0.1485172880913878,24337.046903893755,0.2818078018787805,False,California-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,169,True,True,0,26,32310.6755626437,0.14104026169345812,24330.998293269233,0.2163056257214807,144909.75,190257.38,0.95,7695.387535155312,4072.0048549925914,0.02275280404254309,3176.025034965035,0.9911356070360393,5,rmse,33769.691178275396,,,,32310.6755626437,0.14104026169345812,24330.998293269233,0.2163056257214807,False,California-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,32825.81237143284,0.15687574052078432,25966.07483027147,0.191117168165313,155904.2505137806,190257.38,0.95,65893.14671533533,32313.721170032844,0.2087433851540793,27804.917787531063,0.44177874025271424,,,,,"['mlp', 'svr', 'elasticnet', 'xgboost', 'knn', 'gbt', 'mlr']","(0.29947432749607716, 0.2610406952366869, 0.19757095913316486, 0.14988853891177817, 0.06468936617046905, 0.027336113051823804, 0.0)",32825.81237143284,0.15687574052078432,25966.07483027147,0.191117168165313,False,California-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,36675.028799853666,0.19258196594525515,30812.84321990024,-0.009707493434711889,154472.76258313798,190257.38,0.95,75091.89731353176,43238.404066622745,0.2849285253721628,37752.73115468393,0.0005254556271490074,5,rmse,21175.707190078145,,,,36675.028799853666,0.19258196594525515,30812.84321990024,-0.009707493434711889,False,California-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,37047.52642291592,0.18950765897921446,30833.261538461542,-0.030322265513107682,151872.8678482171,190257.38,0.95,88649.50739272335,43249.76847680187,0.28264511963801364,37795.722426454384,-6.439293542825908e-15,5,rmse,16821.022897061397,,,,37047.52642291592,0.18950765897921446,30833.261538461542,-0.030322265513107682,False,California-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},pt,169,True,True,0,26,41295.45165313148,0.22362610036159655,35297.01288786848,-0.28014479000026293,171752.55324117883,190257.38,0.95,27298.860231045037,15764.228589301789,0.08056576346135116,12052.637920568883,0.8671450092348113,5,rmse,50752.6622827792,,,,41295.45165313148,0.22362610036159655,35297.01288786848,-0.28014479000026293,False,California-organic
silverkite,silverkite,,{},,169,False,True,0,26,53168.37380804478,0.33092857220860583,47025.40914036236,-1.122078312201738,155739.76747401623,190257.38,0.95,54267.11011007425,27145.66721153914,0.15815299094216076,22150.129844665506,0.5893350119209704,,,,True,,,53168.37380804478,0.33092857220860583,47025.40914036236,-1.122078312201738,False,California-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': None}",minmax,168,True,True,1,26,68060.0018514838,0.895058747447581,46957.57798511693,0.19077996338482572,1696.5540666707132,-137777.02000000002,0.95,25665.21335104918,12488.177638198184,1.4077758062850012,9239.110390933034,0.9201647574158018,5,rmse,47061.37743742535,,,,57230.151048851876,0.11830560356288691,34917.956161560985,0.27796072731847743,True,Charlotte-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,168,True,True,1,26,71313.00242138523,0.9287627805607971,48323.17992868277,0.1115762551296049,-8878.4111328125,-137777.02000000002,0.95,11805.479534010341,5559.109833606616,0.9884640041057767,4221.474519575951,0.9841799801851053,5,rmse,60722.826023831316,,,,72929.63443949883,0.20130541776640123,52497.59171771709,-0.1725168945474398,False,Charlotte-conventional
silverkite,silverkite,,{},,168,False,True,1,26,71713.00374293866,1.655189804900659,51734.61051384937,0.10158179931738132,-4712.235961664285,-137777.02000000002,0.95,62188.83167947338,37011.33186564984,2.2871842553028423,23768.459933460803,0.2654432810336116,,,,True,,,80682.61498330507,0.2038826547225472,57901.938487474756,-0.43506299892222366,False,Charlotte-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,74095.20732130384,0.8940317416460609,50993.98739178109,0.04090207924190692,706.8524127752241,-137777.02000000002,0.95,57898.38976078967,36572.43034546115,1.0245017982228795,22057.991979395196,0.3152939635225762,,,,,"['mlp', 'elasticnet', 'svr', 'knn', 'gbt']",,79080.90049528243,0.18172267028904682,53598.07458840618,-0.3786507065633027,False,Charlotte-conventional
prophet,prophet,,{},,168,False,True,1,26,74100.49457257954,1.0770086259800071,51536.557046925736,0.040765196633297696,-1745.8328712048192,-137777.02000000002,0.95,67910.64954837236,41805.312380479496,2.0032735389738967,26278.797314007574,0.06282897196521342,,,,True,,,60345.90218787925,0.13097740177976286,38287.09725680085,0.19720140312705592,False,Charlotte-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,74586.1754265702,0.8846242254358508,51165.16630564748,0.028149659886408718,-29.99393569607264,-137777.02000000002,0.95,85927.51318023584,37351.51906185679,0.9925610350195376,22285.93899724316,0.28581117281949575,,,,,"['mlp', 'elasticnet', 'svr', 'knn', 'gbt', 'xgboost', 'mlr']","(0.21000965834874405, 0.20859917928081273, 0.2080383791637451, 0.20513212432123945, 0.10272669456761986, 0.06549396431783888, 0.0)",80765.92445433783,0.1877797699655802,55192.07161635762,-0.4380281002083455,False,Charlotte-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'adam', 'random_state': 20}",minmax,168,True,True,1,26,75708.328410038,0.9996101971706233,52349.04486892054,-0.0013134022644467613,-10.305560057259251,-137777.02000000002,0.95,83715.03793032313,44195.21532922904,0.9982749796856359,25947.516946523083,0.00012197832424520882,5,rmse,7697.06856024589,,,,85881.92653636982,0.2020835399208966,59214.54862980635,-0.6259777262278354,False,Charlotte-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,75717.37878975517,0.9934568414794996,52349.60153147249,-0.001552816034654514,-222.10967468460026,-137777.02000000002,0.95,103918.77842667102,44200.408689809214,0.9820455834756647,25948.209604913427,-0.0001130259476707085,5,rmse,8420.371123733668,,,,88641.37489332817,0.20974082619868176,61442.69758803256,-0.7321440370490018,False,Charlotte-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",minmax,168,True,True,1,26,75748.31949221455,0.9664586310496102,52254.122000559655,-0.002371520530322746,268.19375826305827,-137777.02000000002,0.95,70400.08664087649,43980.70622788883,1.0088792224635459,25795.097872401984,0.009804583978347603,5,rmse,8214.602115788968,,,,85515.74997014053,0.1990933901916488,58623.23229288806,-0.612141854919708,False,Charlotte-conventional
