ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,CILevel,CIPlusMinus,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Series
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3.0, 'epsilon': 0.01}",minmax,168,True,True,1,26,1768.1397707481924,1.1521114558520342,1401.3287894544094,-0.018584852905655147,-108.25785168818763,-1120.7399999999998,0.95,2720.4394872118537,1513.4807900720214,1.0852934702624017,1055.5318058839894,-0.004081434406180806,5,rmse,1340.8151973287304,,,,2923.3102976815508,0.3020896497588913,2298.125277088579,-0.9003347912607846,False,Orlando-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 2},minmax,168,True,True,1,26,1798.3765723359118,1.4560661819492868,1412.6745939430825,-0.0537201877280431,916.8057250976562,-1120.7399999999998,0.95,620.9411553344441,312.60471129386184,0.896771161609831,248.0790911177514,0.9571642723168092,5,rmse,1884.7737958769524,,,,3090.810601121551,0.44099697093714496,2655.27833547739,-1.1243451177438804,False,Orlando-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},pt,168,True,True,1,26,1804.6104945887062,1.4997127197328912,1338.2892953113676,-0.06103811540012516,-307.77604252178946,-1120.7399999999998,0.95,2595.8849798685833,1289.3644777121199,3.3499675122508488,969.903869838379,0.27127022739397133,5,rmse,1443.5117413316352,,,,3312.894812868092,0.3018355089856813,2553.3881601031194,-1.440594231269873,False,Orlando-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': None}",minmax,168,True,True,1,26,1841.150398303,2.1011838236280598,1427.494789486967,-0.10444110138683982,1006.6116625605787,-1120.7399999999998,0.95,729.1814681432896,350.8643314848398,0.6610991946287862,276.05413249457104,0.9460373148229306,5,rmse,1467.0464737918257,,,,3537.8790266735714,0.5211814273353922,3249.2884114348803,-1.7833398909394935,False,Orlando-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 2, 'weights': 'uniform'}",minmax,169,True,True,0,26,95891.56465835706,0.16892299362220303,78352.01000000001,0.2032851706159403,376557.82499999995,503277.65,0.95,105001.01275526523,50599.15759770038,0.07866857235037904,33514.33842657343,0.615877442546543,5,rmse,18454.31248288041,,,,95891.56465835706,0.16892299362220303,78352.01000000001,0.2032851706159403,True,Philadelphia-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,99754.78666598028,0.11730586107895703,62288.13323169938,0.13779690177078596,388451.26868300565,503277.65,0.95,93584.91449274385,57143.50454298319,0.09194263782373556,39244.646434923874,0.5100892356701894,,,,,"['knn', 'mlp', 'svr', 'elasticnet', 'mlr', 'gbt', 'xgboost']","(0.3121550090803956, 0.3052925638977314, 0.19074930498772566, 0.09496752358470673, 0.05607492356531425, 0.040760674884126394, 0.0)",99754.78666598028,0.11730586107895703,62288.13323169938,0.13779690177078596,False,Philadelphia-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,0,26,103190.04340458837,0.1420095627930816,71453.76855769231,0.07739101235302936,341193.375,503277.65,0.95,5953.272905092893,3336.095280018045,0.006237463394214998,2530.4555419580415,0.9983302166350685,5,rmse,45711.44980932431,,,,103190.04340458837,0.1420095627930816,71453.76855769231,0.07739101235302936,False,Philadelphia-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': None}",minmax,169,True,True,0,26,104645.0674814058,0.17386335103941278,80818.76229080604,0.05118920868893695,381587.27278797317,503277.65,0.95,31894.672122841872,14760.2756404648,0.026864245700520532,11055.205240463927,0.9673132174254443,5,rmse,42152.25876475894,,,,104645.0674814058,0.17386335103941278,80818.76229080604,0.05118920868893695,False,Philadelphia-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,104787.69640422598,0.12798936050754298,67253.55065240405,0.04860102964081503,385026.1889421644,503277.65,0.95,81559.85425701538,58360.08245637518,0.09106204155610288,39186.46644076702,0.48900690416973436,,,,,"['knn', 'mlp', 'svr', 'elasticnet', 'mlr']",,104787.69640422598,0.12798936050754298,67253.55065240405,0.04860102964081503,False,Philadelphia-conventional
silverkite,silverkite,,{},,169,False,True,0,26,111239.1069171731,0.17523263936287045,82828.3611722382,-0.07215377161927106,397575.68211433844,503277.65,0.95,115180.31172001497,57865.76083504531,0.10449194913379858,43136.35572531078,0.47644298442571176,,,,True,,,111239.1069171731,0.17523263936287045,82828.3611722382,-0.07215377161927106,False,Philadelphia-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,113210.90331937537,0.15465782606196773,77069.99461538461,-0.11050010027221502,405501.9123110579,503277.65,0.95,159224.16007530573,81516.50860796533,0.1368830766115786,57261.05538991267,0.003047700676037768,5,rmse,19053.53596255521,,,,113210.90331937537,0.15465782606196773,77069.99461538461,-0.11050010027221502,False,Philadelphia-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},scale,169,True,True,0,26,117426.75601378236,0.18476155320433388,88455.05028707624,-0.19474773959176428,374093.1954971664,503277.65,0.95,101923.22215909262,57935.129274863066,0.08885598050382136,38423.09912587343,0.49642147737490516,5,rmse,40815.03024939995,,,,117426.75601378236,0.18476155320433388,88455.05028707624,-0.19474773959176428,False,Philadelphia-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,118144.31126307367,0.14949163193181644,77057.45091716781,-0.2093937516098343,392049.4981883632,503277.65,0.95,136546.29479550302,84033.74404234292,0.12638425984643895,55474.840221177175,-0.05947488395200917,5,rmse,29055.365973632623,,,,118144.31126307367,0.14949163193181644,77057.45091716781,-0.2093937516098343,False,Philadelphia-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 1.8, 'l1_ratio': 1.0}",minmax,169,True,True,0,26,119828.41656050796,0.18985838089047227,90983.95815677011,-0.24411845314064018,376928.5137142346,503277.65,0.95,98250.15560062755,58582.58102132825,0.08819341921731413,38132.42898974807,0.48510314125532683,5,rmse,37418.95807732724,,,,119828.41656050796,0.18985838089047227,90983.95815677011,-0.24411845314064018,False,Philadelphia-conventional
prophet,prophet,,{},,169,False,True,0,26,124881.17285091468,0.20741565675620433,99114.99742550675,-0.35125100024412226,377107.0400565272,503277.65,0.95,119374.46722744855,57409.71781275503,0.09921737901555419,41164.46269531621,0.48466282505605895,,,,True,,,124881.17285091468,0.20741565675620433,99114.99742550675,-0.35125100024412226,False,Philadelphia-conventional
prophet,prophet,,{},,168,False,True,1,26,14220.856735630665,1.342723472268617,7614.464397688745,0.04425909955366081,1032.0660398117388,-2738.959999999999,0.95,18657.385251171298,8324.782515806814,3.582288339959528,4266.8450910315105,0.04884224742555421,,,,True,,,14990.887209460783,0.4981918509696034,13193.175852304992,-1.0039200248812863,True,Philadelphia-organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,168,True,True,1,26,14421.108553491904,2.489343367564145,9260.913841787486,0.0171529437278084,4199.13330078125,-2738.959999999999,0.95,334.2727551771568,152.43400794544823,0.3164384355121068,122.10359609147203,0.9997284736350738,5,rmse,15224.748108475998,,,,23878.308699990077,0.7767777543224154,20844.518209416317,-4.084319535546808,False,Philadelphia-organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,14516.750131849825,1.0353935423735712,7452.685814409091,0.004073123487826735,1485.1663080706553,-2738.959999999999,0.95,18184.22373168061,9008.117106729987,1.1241216149103008,4339.101731119607,0.051764271553322416,,,,,"['knn', 'elasticnet', 'mlp', 'svr', 'mlr', 'xgboost', 'gbt']","(0.269883731911623, 0.23472877843599077, 0.2341197378744129, 0.23395617671841643, 0.018954231235260837, 0.008357343824296082, 0.0)",12172.277944685078,0.3643411419303119,9941.541210924874,-0.32120264105129315,False,Philadelphia-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,14537.597784500309,1.1958886764698067,7577.941929895185,0.001210548023277025,1617.4953168191375,-2738.959999999999,0.95,13092.666371971367,8275.848667296215,1.5557070964578923,4033.816132066179,0.19966216299398654,,,,,"['knn', 'elasticnet', 'mlp', 'svr', 'mlr']",,12356.953377387114,0.3792548951207718,10290.641792753606,-0.3615968191633272,False,Philadelphia-organic
silverkite,silverkite,,{},,168,False,True,1,26,14544.80157139442,0.9973343387100333,7443.922570483879,0.00022044647427721387,203.41073161135677,-2738.959999999999,0.95,15700.757168901846,8533.33171910942,1.272921608664447,4014.015299666091,0.0005892510812186558,,,,True,,,12595.118228843716,0.38177698391702275,10252.578780771595,-0.4145887798337726,False,Philadelphia-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",minmax,168,True,True,1,26,14546.335303864224,1.0720484063217763,7468.233655814568,9.584166711262831e-06,270.00600444583046,-2738.959999999999,0.95,21522.44792882891,9231.359201737032,1.3154822858546888,4459.4237118592055,0.004182925664666826,5,rmse,5405.275328941881,,,,13411.118515673741,0.42741445056932864,11426.218058595994,-0.6038203248172362,False,Philadelphia-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25,), 'solver': 'adam', 'random_state': 20}",minmax,168,True,True,1,26,14546.8582986817,0.9947916477251292,7417.366820749821,-6.232387002702566e-05,6.893493802423216,-2738.959999999999,0.95,22820.382905186278,9253.436846092269,0.9949747334554262,4464.731895555812,-0.0005859463197377401,5,rmse,5431.694109325122,,,,11546.78217312754,0.3107653371063799,8592.55763633089,-0.18890638132905613,False,Philadelphia-organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,168,True,True,1,26,14546.909791098356,1.0083597211488777,7415.568710136255,-6.940384784059894e-05,-10.54214389312509,-2738.959999999999,0.95,27006.336322574993,9256.306029462123,1.0767775974841893,4464.05861442263,-0.001206539443117105,5,rmse,5438.789016515383,,,,11466.150523514103,0.3028768795886994,8413.840222913119,-0.17235999255504808,False,Philadelphia-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 9, 'weights': 'uniform'}",minmax,168,True,True,1,26,14589.018959165955,1.3355811576107013,7770.178675213675,-0.005867617004628567,4938.852222222222,-2738.959999999999,0.95,16207.11396680418,9026.149674556149,1.7044183759323315,4337.5142566510185,0.047964090114104074,5,rmse,3880.3342103245845,,,,14164.083697700515,0.4212471288159296,11899.445000000016,-0.788968447245685,False,Philadelphia-organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},pt,168,True,True,1,26,14759.299821514349,2.0966569558457175,8501.518396972066,-0.02948532332255005,2882.2670075183373,-2738.959999999999,0.95,13869.840564039148,6361.487736776389,5.324467142455843,3579.2056316835633,0.5271039823170816,5,rmse,14765.07947732451,,,,15092.233772540558,0.4873533741165738,13112.63062377503,-1.0311067957840705,False,Philadelphia-organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': 'sqrt'}",minmax,168,True,True,1,26,16161.007728657502,2.8531640950495816,9803.827859771056,-0.2343136313442966,8413.966793497535,-2738.959999999999,0.95,2511.347433718979,1213.238574375416,0.7333388248870791,939.700693352961,0.9827995151807339,5,rmse,15587.27048384837,,,,70092.07584844285,2.0043491743109394,56891.53080821186,-42.80902184600027,False,Philadelphia-organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 10, 'weights': 'uniform'}",minmax,169,True,True,0,26,240089.87912197132,0.1357195942918623,180252.91230769234,0.4829278394614912,1312704.326,1684537.69,0.95,373906.44613847503,192749.17313886242,0.13582593353329825,151281.5175804196,0.5205126116569994,5,rmse,618004.1806597902,,,,240089.87912197132,0.1357195942918623,180252.91230769234,0.4829278394614912,True,PhoenixTucson-conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,264624.1748195588,0.17550428764619042,212616.19210990754,0.37185127390487194,1384668.1932992935,1684537.69,0.95,325520.2061765606,177134.9693959806,0.12123607262502044,137710.78667812905,0.5950506048928325,5,rmse,674810.0780444597,,,,264624.1748195588,0.17550428764619042,212616.19210990754,0.37185127390487194,False,PhoenixTucson-conventional
prophet,prophet,,{},,169,False,True,0,26,276517.83146949834,0.15207508781783488,209472.5131215014,0.31411748043781496,1273083.3744340427,1684537.69,0.95,366459.5517793094,177296.74523409078,0.1256504912516442,139922.7888376097,0.5475136533071652,,,,True,,,276517.83146949834,0.15207508781783488,209472.5131215014,0.31411748043781496,False,PhoenixTucson-conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 3, 'max_features': None}",minmax,169,True,True,0,26,306563.50177270843,0.1711070688777878,233385.62257048022,0.1569674442702259,1233816.7655851997,1684537.69,0.95,108166.17363027217,52696.56118934496,0.03938401004261424,43781.09358896727,0.9641609332388544,5,rmse,435394.87518808636,,,,306563.50177270843,0.1711070688777878,233385.62257048022,0.1569674442702259,False,PhoenixTucson-conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",minmax,169,True,True,0,26,322342.8176746847,0.22107825081899254,265899.9435464351,0.06794949618363566,1167484.1132572999,1684537.69,0.95,491019.72238126147,251078.44961223414,0.18772300185527477,197987.55864624347,0.18639985402078296,5,rmse,477227.3465753764,,,,322342.8176746847,0.22107825081899254,265899.9435464351,0.06794949618363566,False,PhoenixTucson-conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,324512.7486379017,0.1961121499857273,257674.4509716525,0.055358598742554777,1136459.8481469066,1684537.69,0.95,333131.9931252805,168716.6604395574,0.1262537522915841,133934.66082406274,0.6326262831483771,,,,,"['xgboost', 'svr', 'gbt', 'mlp', 'elasticnet']",,324512.7486379017,0.1961121499857273,257674.4509716525,0.055358598742554777,False,PhoenixTucson-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,326762.37014536327,0.19373104194990767,258776.23128490892,0.04221611670827763,1134889.5591001005,1684537.69,0.95,256361.6772000776,149121.66649242814,0.11127295799042422,118417.48955871719,0.7130054575217635,,,,,"['xgboost', 'svr', 'gbt', 'mlp', 'elasticnet', 'knn', 'mlr']","(0.27807208849257375, 0.20708773332960365, 0.17670368461842248, 0.15038146586196077, 0.14582865353168167, 0.04192637416575779, 0.0)",326762.37014536327,0.19373104194990767,258776.23128490892,0.04221611670827763,False,PhoenixTucson-conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,351326.50403230626,0.24101991117856367,289723.5154770147,-0.10719796305558127,1115741.889599603,1684537.69,0.95,487551.16210553126,278358.1422287785,0.2107726942531831,221463.51610432824,-6.661338147750939e-16,5,rmse,471058.75710892264,,,,351326.50403230626,0.24101991117856367,289723.5154770147,-0.10719796305558127,False,PhoenixTucson-conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,355450.6699000835,0.2408938373364857,292630.61640282755,-0.13334497640080967,1103120.0972924305,1684537.69,0.95,565794.5124187857,279198.98553788225,0.20656071629370698,221293.58618819204,-0.006050574130345154,5,rmse,394227.6341003079,,,,355450.6699000835,0.2408938373364857,292630.61640282755,-0.13334497640080967,False,PhoenixTucson-conventional
silverkite,silverkite,,{},,169,False,True,0,26,403179.5657564402,0.3157645370824086,353285.4070738963,-0.4581442021143829,941225.3489920757,1684537.69,0.95,300266.23063758656,166288.60405067762,0.12029250602537361,131541.9998878597,0.60195797371616,,,,True,,,403179.5657564402,0.3157645370824086,353285.4070738963,-0.4581442021143829,False,PhoenixTucson-conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,0,26,419194.5126549376,0.2606365495946678,352364.6847115385,-0.5762845826826439,1062136.375,1684537.69,0.95,17202.7234785924,9346.16831768866,0.006479085643147479,7202.237045454546,0.9988726485247224,5,rmse,298051.1801249982,,,,419194.5126549376,0.2606365495946678,352364.6847115385,-0.5762845826826439,False,PhoenixTucson-conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,2681.688016324126,0.12171064733635165,1886.9691004587808,0.16043104035752187,14874.564463649313,15372.8,0.95,4113.99929498108,2684.1025573225106,0.16238618858956008,1826.1601041190763,0.6286812275051559,,,,,"['mlp', 'mlr', 'elasticnet', 'knn', 'svr', 'xgboost', 'gbt']","(0.255260422609645, 0.23497308703143122, 0.20815479533162895, 0.15436997203838512, 0.10552060671799132, 0.04172111627091849, 0.0)",2681.688016324126,0.12171064733635165,1886.9691004587808,0.16043104035752187,True,PhoenixTucson-organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,2956.9556016437964,0.13671202947172967,2135.232215881875,-0.020773715028999717,14368.302427225364,15372.8,0.95,5434.000720162808,2968.5232910600907,0.18065513735112568,2023.939010658155,0.5458183163399136,,,,,"['mlp', 'mlr', 'elasticnet', 'knn', 'svr']",,2956.9556016437964,0.13671202947172967,2135.232215881875,-0.020773715028999717,False,PhoenixTucson-organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",pt,169,True,True,0,26,3317.159747484485,0.21830716394743302,2633.9408749693876,-0.28461398157533613,16880.50828247771,15372.8,0.95,6089.330042722583,2711.3090461298166,0.17167267666620678,1962.5534325619512,0.6211155857560061,5,rmse,1373.9306979467633,,,,3317.159747484485,0.21830716394743302,2633.9408749693876,-0.28461398157533613,False,PhoenixTucson-organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 1.6, 'l1_ratio': 0.25}",minmax,169,True,True,0,26,3478.727032027536,0.16014416731730316,2581.5062886434584,-0.4127996380121344,12650.756544442105,15372.8,0.95,7494.997882678155,3810.5317230590686,0.2602600963943539,2787.582642348921,0.2516239896942617,5,rmse,1907.2197432133569,,,,3478.727032027536,0.16014416731730316,2581.5062886434584,-0.4127996380121344,False,PhoenixTucson-organic
prophet,prophet,,{},,169,False,True,0,26,3558.666983583377,0.1913981849366159,2681.9249993788394,-0.47847698769621894,15379.828392444826,15372.8,0.95,5677.659133814483,2989.5950014499244,0.1880654482674663,2170.542735745892,0.4895413835682214,,,,True,,,3558.666983583377,0.1913981849366159,2681.9249993788394,-0.47847698769621894,False,PhoenixTucson-organic
