ModelNickname,Estimator,Xvars,HyperParams,Scaler,Tuned,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,integration,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Name,Region,Type
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 4},minmax,True,0,26,39747.167932312936,0.29741398475813646,32833.02545072115,-1.1291937484684773,69737.0078125,126662.1,313.42545357172185,0.002285620962252978,205.72745839497023,0.9997775662018974,13,rmse,20778.499019307892,,,,39747.167932312936,0.29741398475813646,32833.02545072115,-1.1291937484684773,False,Louisville-conventional,Louisville,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 6},minmax,True,0,26,1049.4770760446652,0.2413526878013309,829.0504503455529,-0.049994991329968874,3431.234375,4173.7,0.49359677981377736,0.00015253485688671405,0.3529169459596915,0.9999999029407723,13,rmse,966.9366692119416,,,,1049.4770760446652,0.2413526878013309,829.0504503455529,-0.049994991329968874,True,Louisville-organic,Louisville,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",,True,0,26,1034.6519331352831,0.2753758435431827,829.844761423098,-0.020539599705843736,3957.8602948798903,4173.7,854.4016842465397,0.23022781124013464,600.5249508719834,0.7091852787587387,13,rmse,677.4037485228433,,,,1034.6519331352831,0.2753758435431827,829.844761423098,-0.020539599705843736,False,Louisville-organic,Louisville,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 1.3, 'l1_ratio': 1.0}",scale,True,0,26,1119.5285130388656,0.27792926157489084,922.3884882216157,-0.19484516952919395,3436.448002683619,4173.7,1170.8677491738817,0.2844914001974073,789.518797037118,0.4538550993161524,13,rmse,869.4421089851278,,,,1119.5285130388656,0.27792926157489084,922.3884882216157,-0.19484516952919395,False,Louisville-organic,Louisville,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,1094.8349758266525,0.2856387336586365,873.1163529915301,-0.14271687326915306,4011.4984248751753,4173.7,575.7002666880663,0.1420714295433055,390.04470050094284,0.8679662200522971,,,,,"['mlp', 'elasticnet', 'xgboost', 'mlr', 'knn']",,1094.8349758266525,0.2856387336586365,873.1163529915301,-0.14271687326915306,False,Louisville-organic,Louisville,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,1266.620414043123,0.3454716519952762,1014.2441540281803,-0.5294464670963817,4484.86322382496,4173.7,1068.1435279611144,0.2573065494881458,716.4582206123775,0.5454816491860507,13,rmse,1223.497266249668,,,,1266.620414043123,0.3454716519952762,1014.2441540281803,-0.5294464670963817,False,Louisville-organic,Louisville,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 16, 'weights': 'distance'}",minmax,True,0,26,1347.1003348891986,0.3719670572050217,1087.8336987052426,-0.7299804779784242,4747.086227987407,4173.7,0.0,0.0,0.0,1.0,13,rmse,1395.995868381598,,,,1347.1003348891986,0.3719670572050217,1087.8336987052426,-0.7299804779784242,False,Louisville-organic,Louisville,organic
prophet,prophet,,{'n_changepoints': 1},,True,0,26,1519.6504095104685,0.4151053739609276,1239.0457172894335,-1.201550728663193,5228.144396482517,4173.7,1099.6727261348365,0.29330625730029336,742.6724586661293,0.5182529063665916,13,rmse,1433.7015408881177,True,,,1519.6504095104685,0.4151053739609276,1239.0457172894335,-1.201550728663193,False,Louisville-organic,Louisville,organic
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,1930.6817464672565,0.5834297080292508,1690.9949409965257,-2.553552166547345,5617.851053149638,4173.7,434.3894892661951,0.11275564986861933,301.38164334088964,0.9248289161760814,,,,,"['mlp', 'elasticnet', 'xgboost', 'mlr', 'knn', 'prophet', 'gbt']",,1930.6817464672565,0.5834297080292508,1690.9949409965257,-2.553552166547345,False,Louisville-organic,Louisville,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 3, 'n_estimators': 100}",minmax,True,0,26,3178.232703703983,0.9824618667438958,2974.7192994532347,-8.629698692498959,7067.0572634590335,4173.7,263.34509140702284,0.08101960444506602,202.07046598557275,0.9723724323503112,13,rmse,4123.223351606235,,,,3178.232703703983,0.9824618667438958,2974.7192994532347,-8.629698692498959,False,Louisville-organic,Louisville,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,196978.82255443078,0.17123890435508166,131321.27833848557,-0.09116851017950767,635020.1051977857,698961.15,152845.34524050888,0.2121413103638574,120375.50171338313,0.27380076828866895,13,rmse,204218.43852976727,,,,196978.82255443078,0.17123890435508166,131321.27833848557,-0.09116851017950767,True,MiamiFtLauderdale-conventional,MiamiFtLauderdale,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 17, 'weights': 'uniform'}",minmax,True,0,26,195393.38323849716,0.1787455203850963,137041.64237556557,-0.07367404744028128,591500.0029411765,698961.15,151001.39265697185,0.22458815631066587,123574.51803341456,0.2912170595057436,13,rmse,137040.852412409,,,,195393.38323849716,0.1787455203850963,137041.64237556557,-0.07367404744028128,False,MiamiFtLauderdale-conventional,MiamiFtLauderdale,conventional
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,200313.13959738117,0.18699498465670328,143495.1300332227,-0.12842221087186179,591289.7115873998,698961.15,137338.23364451726,0.19882008831118564,111024.05308259402,0.4136805981959182,,,,,"['xgboost', 'mlp', 'elasticnet', 'gbt', 'knn', 'prophet', 'mlr']",,200313.13959738117,0.18699498465670328,143495.1300332227,-0.12842221087186179,False,MiamiFtLauderdale-conventional,MiamiFtLauderdale,conventional
prophet,prophet,,{'n_changepoints': 4},,True,0,26,193690.11661686876,0.2051009464822617,151747.32517466907,-0.05503695327298952,548558.9411888979,698961.15,143640.41304503212,0.20688620543210712,115712.65094428699,0.3586359083638496,13,rmse,153354.13738733937,True,,,193690.11661686876,0.2051009464822617,151747.32517466907,-0.05503695327298952,False,MiamiFtLauderdale-conventional,MiamiFtLauderdale,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,224093.91592685846,0.21375939575940955,164561.889486463,-0.4122542213030729,564394.3254248342,698961.15,118970.98699421012,0.17223049113530464,94750.15997569876,0.5600194485232254,,,,,"['xgboost', 'mlp', 'elasticnet', 'gbt', 'knn']",,224093.91592685846,0.21375939575940955,164561.889486463,-0.4122542213030729,False,MiamiFtLauderdale-conventional,MiamiFtLauderdale,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",scale,True,0,26,220454.123008092,0.21768347650766767,162369.36825290884,-0.3667503732480717,556460.038542437,698961.15,179359.4752666896,0.25183069500644345,138418.16516055804,-2.886579864025407e-15,13,rmse,101024.14363098997,,,,220454.123008092,0.21768347650766767,162369.36825290884,-0.3667503732480717,False,MiamiFtLauderdale-conventional,MiamiFtLauderdale,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,0,26,220535.08068839682,0.2177749145522997,162435.71930554503,-0.3677543849231306,556402.5523281771,698961.15,179331.98899097886,0.2517873274762423,138394.10994184332,0.00030647022775831534,13,rmse,101028.4313418118,,,,220535.08068839682,0.2177749145522997,162435.71930554503,-0.3677543849231306,False,MiamiFtLauderdale-conventional,MiamiFtLauderdale,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 2, 'n_estimators': 100}",minmax,True,0,26,237026.97986654573,0.241910070163216,181546.945158105,-0.5799680901958955,621839.3458123802,698961.15,81993.18199651605,0.11743666396068883,65977.34160340935,0.7910189858681252,13,rmse,103056.1484929913,,,,237026.97986654573,0.241910070163216,181546.945158105,-0.5799680901958955,False,MiamiFtLauderdale-conventional,MiamiFtLauderdale,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 2},minmax,True,0,26,271232.47059651,0.29634752651410223,219802.90985576928,-1.0688838515807353,495769.6875,698961.15,43242.03563682379,0.06114251854268817,34019.5788387574,0.9418749136145436,13,rmse,82142.59847958962,,,,271232.47059651,0.29634752651410223,219802.90985576928,-1.0688838515807353,False,MiamiFtLauderdale-conventional,MiamiFtLauderdale,conventional
prophet,prophet,,{'n_changepoints': 3},,True,1,26,1764.060429477184,9.669971927630941,1364.4476191406352,-0.250535521350681,327.0829056753779,-1838.2600000000002,1839.514691608498,2.7123375284713633,1130.218681209965,0.04841471877522696,13,rmse,1149.1985437826993,True,,,2421.501324929192,0.3378562075199726,2078.449822786758,-0.009457493003770079,True,MiamiFtLauderdale-organic,MiamiFtLauderdale,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},,True,1,26,1609.9123570182503,2.8250271591755287,1237.0644047917938,-0.04153431647949213,201.10610047727823,-1838.2600000000002,1401.2009809011042,3.2328626459386944,990.5135897765106,0.4478690915559327,13,rmse,1207.8021764955442,,,,4302.385597763919,0.5166233735172268,3602.2637001812172,-2.1866713528501744,False,MiamiFtLauderdale-organic,MiamiFtLauderdale,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 0.8, 'l1_ratio': 0.75}",,True,1,26,1564.2888733991156,12.71545972956248,1223.0278084721638,0.016661533373995008,14.09115719300462,-1838.2600000000002,1497.4516969558208,3.467703048635908,1045.2986586726422,0.3694103489090145,13,rmse,1068.222500103096,,,,4443.858070306927,0.5200244567520008,3765.245109224089,-2.3996873063195654,False,MiamiFtLauderdale-organic,MiamiFtLauderdale,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,1596.3668149250584,5.471345158763182,1207.8220213072104,-0.024081447034339565,201.88186477721422,-1838.2600000000002,1535.3652418162367,1.8023251716853963,989.9622736628653,0.33707468489301173,,,,,"['knn', 'elasticnet', 'mlp', 'prophet', 'mlr']",,4277.582000222858,0.5288470158182069,3712.5455984277146,-2.150034434404867,False,MiamiFtLauderdale-organic,MiamiFtLauderdale,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,True,1,26,1592.4647970348785,0.9822793772842816,1152.3899044949399,-0.01908121729405865,-0.1391727929231469,-1838.2600000000002,1761.2614480801744,2.7319631287716972,1072.8165154301637,0.12765384250792766,13,rmse,1087.5403532799564,,,,4167.461930195236,0.5337992270226218,3660.8974759776897,-1.989936029111286,False,MiamiFtLauderdale-organic,MiamiFtLauderdale,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 6, 'weights': 'uniform'}",minmax,True,1,26,1667.8724777100208,4.121508361851604,1260.6919230769233,-0.11787900694900699,467.2683333333334,-1838.2600000000002,1684.1511525958895,2.9201508372128586,1060.6870932539682,0.2023666058197987,13,rmse,1055.6356383579364,,,,6503.533447951379,0.7852714710118688,5771.253012820514,-6.28144159599864,False,MiamiFtLauderdale-organic,MiamiFtLauderdale,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 2, 'n_estimators': 100}",minmax,True,1,26,3225.224611341051,36.05621528841757,2544.442118410337,-3.18012285815621,-1028.3817764222301,-1838.2600000000002,771.7974718223165,2.4132066463742015,588.1879331591048,0.8324872387011751,13,rmse,3941.1437944469594,,,,22103.063345664053,2.780744719254592,19892.648981115315,-83.1053361113042,False,MiamiFtLauderdale-organic,MiamiFtLauderdale,organic
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,4060.0264952927405,62.50556897317514,3802.6851352812077,-5.624099562636459,3454.966532976261,-1838.2600000000002,749.9244243881451,2.0144363837972143,549.9392846489995,0.8418474527214701,,,,,"['knn', 'elasticnet', 'mlp', 'prophet', 'mlr', 'gbt', 'xgboost']",,58348.6026724155,7.042491840722041,51575.34642326607,-585.1105437976025,False,MiamiFtLauderdale-organic,MiamiFtLauderdale,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 2},minmax,True,1,26,6865.3760840487685,123.04161884524781,6708.566127554087,-17.940776590505788,6811.01513671875,-1838.2600000000002,508.95704928368804,2.294541424028412,384.8291531819389,0.9271543769404668,13,rmse,9639.423428962871,,,,103031.93651552926,12.326849361651455,90865.66670147236,-1826.520844782921,False,MiamiFtLauderdale-organic,MiamiFtLauderdale,organic
prophet,prophet,,{'n_changepoints': 4},,True,1,26,606175.8597439895,1.975826824291302,468903.294299683,0.08983112689424622,-17714.648817631743,-647813.1999999997,407737.9041592909,4.087727991877579,279801.04938807496,0.105885997899413,13,rmse,145723.88284047387,True,,,941351.7582127547,0.24515406277394858,820575.8984800436,-0.49427281254273314,True,Midsouth-conventional,Midsouth,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},,True,1,26,655971.7904968886,1.9622543214053954,493260.0737573653,-0.06584740314236215,-39938.861936569214,-647813.1999999997,372028.3095171331,3.724906683087649,250183.3146246411,0.25564055869585267,13,rmse,229000.15088342034,,,,1231946.5098960567,0.2870713661451515,1018777.2822804992,-1.559232378444591,False,Midsouth-conventional,Midsouth,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,True,1,26,637755.3568626897,1.0000720625952129,473174.82902711775,-0.007471884501655923,630.1071421616608,-647813.1999999997,426285.6018765782,1.5033060099909472,284544.76586901554,0.022690653504260694,13,rmse,131212.79583663787,,,,1313704.5901568409,0.29534026097648264,1067157.507809516,-1.9101907321030187,False,Midsouth-conventional,Midsouth,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,629215.786367211,0.9723591450504727,468454.9161500586,0.019327662693248815,-14657.351188505714,-647813.1999999997,398244.0252889295,1.8143177471976408,264979.9570041942,0.14703882871904683,,,,,"['mlp', 'elasticnet', 'knn', 'prophet', 'mlr']",,1242041.0882143949,0.29682979884839633,1047799.0146621459,-1.6013449458032762,False,Midsouth-conventional,Midsouth,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,1,26,638153.9420494237,0.9998144373192491,473613.6248842931,-0.008731580244525583,-609.1835804892855,-647813.1999999997,430453.6044118456,1.21932038766388,288573.52863682725,0.003485961801562243,13,rmse,134487.53372173925,,,,1335642.6411321452,0.30129038477896525,1087480.582501227,-2.008199051417985,False,Midsouth-conventional,Midsouth,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 16, 'weights': 'uniform'}",minmax,True,1,26,641912.1067819969,1.0016777619053046,476422.1423557693,-0.020647646147136545,-15654.168749999983,-647813.1999999997,420393.62168494205,2.314330551900223,278428.55276041664,0.04952005005610438,13,rmse,134820.19141438897,,,,1454210.1698590105,0.36385554151644306,1263269.2995913462,-2.5659920744287676,False,Midsouth-conventional,Midsouth,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 3, 'n_estimators': 500}",minmax,True,1,26,703185.4986643372,2.8824374887079602,513920.52228531305,-0.2247981360143274,749959.4484461655,-647813.1999999997,4294.330010796942,0.07094869736080962,3210.707897580287,0.9999008205819331,13,rmse,353327.9170854045,,,,2072333.87669213,0.47130371453711867,1600883.1942441652,-6.241782409350603,False,Midsouth-conventional,Midsouth,conventional
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,638376.939525963,2.883426304540038,484692.5762252267,-0.009436688791429448,208895.85636075903,-647813.1999999997,120602.80167140136,0.7188161607636518,80971.22437938549,0.9217750098216004,,,,,"['mlp', 'elasticnet', 'knn', 'prophet', 'mlr', 'gbt', 'xgboost']",,2713352.520282658,0.7139911029652077,2429285.176622039,-11.414763794463939,False,Midsouth-conventional,Midsouth,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 4},minmax,True,1,26,827287.8850849336,5.401678333613532,645803.2208315805,-0.6952667097789835,53871.64453125,-647813.1999999997,5272.482412624974,0.08091481200122404,3813.855964660639,0.9998504931803629,13,rmse,530258.7326780831,,,,6555969.299549757,1.724658168111231,5840743.061486628,-71.47693865484314,False,Midsouth-conventional,Midsouth,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",,True,1,26,34072.87577198132,1.1391005025562346,19937.99574202544,-0.0037858171849889377,-4843.483189839445,1723.9899999999907,18014.559788475806,3.0324696229191734,11884.155346141844,0.15249437069308902,13,rmse,18308.776246414123,,,,33561.6344806578,0.15231848392104308,24240.500854942602,0.024361718713972746,True,Midsouth-organic,Midsouth,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 4},minmax,True,1,26,37041.33093566734,2.956139150849504,24539.401801382206,-0.1863057662071823,4711.9443359375,1723.9899999999907,372.55525344895176,0.07500926294211933,264.71669818151673,0.9996375261612174,13,rmse,25989.779770832527,,,,52189.875133290574,0.21307678522832446,37812.43520282452,-1.3592563990087694,False,Midsouth-organic,Midsouth,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,1,26,33802.06834573664,1.5780986236163839,19602.496908929792,0.012106730753664308,14596.905580383947,1723.9899999999907,18382.812093800392,2.7539277295121587,12513.560232723868,0.11749092612417245,13,rmse,18092.95760138725,,,,39130.6411121629,0.21645515509019433,33912.62189433734,-0.3262840685482229,False,Midsouth-organic,Midsouth,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,33819.74704274301,1.2968516384907962,19821.08615387705,0.011073111587602158,6783.474425331491,1723.9899999999907,18091.05115021838,1.937096316623328,11763.63558350853,0.14528192802132145,,,,,"['elasticnet', 'mlr', 'mlp', 'prophet', 'knn']",,49453.03518945979,0.29803003821891844,45363.2599036858,-1.118305185766301,False,Midsouth-organic,Midsouth,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 0.1, 'l1_ratio': 1.0}",scale,True,1,26,33792.37450116453,1.764270219209597,20122.311351054814,0.012673270678000947,15646.690364747523,1723.9899999999907,18622.324173813187,2.4717455952909573,12541.80501700661,0.09434445898605226,13,rmse,17624.709499223303,,,,56540.30451794664,0.3379343549259964,51711.66151021619,-1.7689742209576762,False,Midsouth-organic,Midsouth,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 14, 'weights': 'uniform'}",minmax,True,1,26,34443.54732097916,1.1341989885461137,20552.14351648352,-0.025744556896823312,2000.3064285714293,1723.9899999999907,19445.71478309611,1.398781020450686,12578.472423469388,0.012486351786465177,13,rmse,19362.115589224835,,,,67827.82224771984,0.41949590219950217,62793.5434615384,-2.984908675103919,False,Midsouth-organic,Midsouth,organic
prophet,prophet,,{'n_changepoints': 4},,True,1,26,34169.914959836526,1.546540989577497,20745.909899164915,-0.009511501600779626,6516.952942794,1723.9899999999907,18654.918951396765,2.010537037802466,12543.358333659664,0.09117133463673632,13,rmse,19360.275631119384,True,,,70118.97163173842,0.4239145146315867,65108.814324802064,-3.258667194646663,False,Midsouth-organic,Midsouth,organic
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,31925.987060817333,1.78144994117323,18354.32541641761,0.11872359624112983,13360.40795148914,1723.9899999999907,7617.661285915542,0.7549082325985291,5399.383611471172,0.8484560510732957,,,,,"['elasticnet', 'mlr', 'mlp', 'prophet', 'knn', 'xgboost', 'gbt']",,87043.62505679154,0.49123155263172313,76230.82993744637,-5.562609534968835,False,Midsouth-organic,Midsouth,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 3, 'n_estimators': 100}",minmax,True,1,26,33154.722103305234,3.3105239733937255,24304.56210491569,0.04958286056425265,25328.800688703795,1723.9899999999907,5618.189134031398,0.8335839215701455,4375.87990137146,0.9175694885453015,13,rmse,30478.02904030474,,,,203087.93624475668,1.0726788265122518,171989.53656380967,-34.72488823866248,False,Midsouth-organic,Midsouth,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 1.1, 'l1_ratio': 0.75}",scale,True,1,26,52572.37769088427,1.54467935537303,37370.94241263889,-0.04636932181569664,251.05999930632754,-9920.709999999963,40181.80596308842,1.5294303457643137,28681.23425148124,0.13145300637068547,13,rmse,29114.03651020551,,,,110367.71452895831,0.346022261507165,91719.8475025245,-2.338953856281545,True,Nashville-conventional,Nashville,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,True,1,26,51703.21457072994,0.9988661402632277,36398.86139576617,-0.012056714891314213,3.9619317342174902,-9920.709999999963,42465.92178420153,1.7397676393339125,30172.2774252691,0.029902181125590954,13,rmse,28739.9864360352,,,,112857.60169098566,0.3632406669215887,95354.7400548274,-2.4913063023357225,False,Nashville-conventional,Nashville,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},,True,1,26,47340.62611519895,5.848812567266508,32863.26471360408,0.1515275317674888,-10103.989366650581,-9920.709999999963,34881.25821661391,2.6962998257187882,26104.38781699476,0.3454863602961842,13,rmse,30988.259119556256,,,,113292.17089058331,0.38803648049614375,99081.37078781478,-2.5182452989679134,False,Nashville-conventional,Nashville,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,49852.250494096326,3.3481956696075432,35148.39414217427,0.059109038119205315,-4445.695140198609,-9920.709999999963,38720.46482973169,1.2237234897052782,27256.523310097018,0.193479256798764,,,,,"['knn', 'mlp', 'prophet', 'elasticnet', 'mlr']",,121431.17997412423,0.41760528013719084,106844.42461524994,-3.0419110224642827,False,Nashville-conventional,Nashville,conventional
