ModelNickname,Estimator,Xvars,HyperParams,Scaler,Observations,Tuned,DynamicallyTested,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,weights,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Name,Region,Type
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,0,26,181846.61234284338,0.49472725266345424,157624.0408183509,-0.7058561186201144,511117.25009870616,477637.43,48079.62500391503,0.106907895850163,37912.17956711507,0.8054170403697691,5,rmse,330452.5930153077,,,,181846.61234284338,0.49472725266345424,157624.0408183509,-0.7058561186201144,False,Detroit-conventional,Detroit,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,392330.42302980943,0.9474642212495853,371640.0443211331,-6.940282258202623,-11389.919811721616,477637.43,80474.88220957629,0.1709621006900783,61287.10692412993,0.454865885949271,5,rmse,226805.73368059186,,,,392330.42302980943,0.9474642212495853,371640.0443211331,-6.940282258202623,False,Detroit-conventional,Detroit,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 17, 'weights': 'uniform'}",minmax,169,True,True,0,26,11189.64432745212,0.1838202104108232,5410.130384615385,-0.005876893065457356,20382.804705882354,20507.49,7590.936371254195,0.34963089478303777,5311.199851912794,0.3345301508803481,5,rmse,2810.592757238391,,,,11189.64432745212,0.1838202104108232,5410.130384615385,-0.005876893065457356,True,Detroit-organic,Detroit,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.01}",minmax,169,True,True,0,26,11496.77284414962,0.20734825483130187,5864.978556775817,-0.061852437097487556,19411.266278884665,20507.49,9362.146162552888,0.4476622931328889,6472.372824098563,-0.012251701296319473,5,rmse,3072.4366018438086,,,,11496.77284414962,0.20734825483130187,5864.978556775817,-0.061852437097487556,False,Detroit-organic,Detroit,organic
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,11062.29510567117,0.22541882067191837,6002.91084540385,0.016888567012249278,21997.458688176273,20507.49,5021.958520936432,0.23758543037056173,3568.572770900636,0.7087379352884764,,,,,"['gbt', 'knn', 'svr', 'xgboost', 'elasticnet', 'mlr', 'mlp']","(0.22916410980115903, 0.21991073725954308, 0.2145730135942992, 0.20451717158093796, 0.07833646124995843, 0.05349850651410232, 0.0)",11062.29510567117,0.22541882067191837,6002.91084540385,0.016888567012249278,False,Detroit-organic,Detroit,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,11021.505612286875,0.2284325657945862,5995.920075150857,0.024125164178758096,22041.704244428365,20507.49,5167.539707655528,0.2401786517202638,3635.051252854612,0.6916064217186836,,,,,"['gbt', 'knn', 'svr', 'xgboost', 'elasticnet']",,11021.505612286875,0.2284325657945862,5995.920075150857,0.024125164178758096,False,Detroit-organic,Detroit,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': None}",minmax,169,True,True,0,26,10923.042304851197,0.27001085166217903,6686.9377685890895,0.04148370940183721,24405.232743788805,20507.49,3152.6336601047337,0.1573718548780421,2384.181635631791,0.8852151165856376,5,rmse,2356.6654290704523,,,,10923.042304851197,0.27001085166217903,6686.9377685890895,0.04148370940183721,False,Detroit-organic,Detroit,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,0,26,12169.780863685308,0.2828786766297737,7279.76925030048,-0.1898104618727483,19293.3515625,20507.49,299.9619280170026,0.01608262078445194,224.98166848776222,0.9989608698307392,5,rmse,3565.7293420933897,,,,12169.780863685308,0.2828786766297737,7279.76925030048,-0.1898104618727483,False,Detroit-organic,Detroit,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,10275.284347921894,0.29254128185615874,6972.931958857593,0.15179668604633445,32121.936897892505,20507.49,6968.7142616463625,0.2982886204835797,4888.184703571369,0.43915481436075865,5,rmse,10974.001172604389,,,,10275.284347921894,0.29254128185615874,6972.931958857593,0.15179668604633445,False,Detroit-organic,Detroit,organic
prophet,prophet,,{},,169,False,True,0,26,10463.748657242742,0.3026331671928848,7045.743196202075,0.12039666876926325,26688.424457465208,20507.49,6651.354203941442,0.31116925086385977,4614.928930265634,0.4706666301199941,,,,True,,,10463.748657242742,0.3026331671928848,7045.743196202075,0.12039666876926325,False,Detroit-organic,Detroit,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 1.8, 'l1_ratio': 0.5}",,169,True,True,0,26,10559.055890342852,0.3075178410924915,6976.7570349431635,0.10430026782881596,26715.86593108601,20507.49,7369.218241857322,0.30150686715937663,4957.009343310777,0.3728368710372315,5,rmse,9755.566879626662,,,,10559.055890342852,0.3075178410924915,6976.7570349431635,0.10430026782881596,False,Detroit-organic,Detroit,organic
silverkite,silverkite,,{},,169,False,True,0,26,12014.368988988428,0.4351273690246996,9064.263598731752,-0.1596160001727418,25940.59473680686,20507.49,6433.608357537606,0.2963293387461668,4346.424155571672,0.5047569821037414,,,,True,,,12014.368988988428,0.4351273690246996,9064.263598731752,-0.1596160001727418,False,Detroit-organic,Detroit,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,23523.202905129794,0.9563760471888489,21138.006724915762,-3.445341975885154,4710.318965600755,20507.49,6968.714297838836,0.29830413871364303,4888.272458975378,0.4391548085351864,5,rmse,13598.38855284928,,,,23523.202905129794,0.9563760471888489,21138.006724915762,-3.445341975885154,False,Detroit-organic,Detroit,organic
prophet,prophet,,{},,169,False,True,0,26,70430.67494663618,0.21915726211805395,43809.591486371304,0.18327773979860484,141742.77636461158,207028.28,52388.047730115286,0.2230484198686335,40373.36361030836,0.26085837876501583,,,,True,,,70430.67494663618,0.21915726211805395,43809.591486371304,0.18327773979860484,True,GrandRapids-conventional,GrandRapids,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 3, 'weights': 'uniform'}",minmax,169,True,True,0,26,68104.68171935178,0.24479904991841822,47551.013974358975,0.23633193916503248,140337.57333333333,207028.28,41988.905389167885,0.16846117648095052,30622.874289044288,0.5131978163720545,5,rmse,41758.71883123544,,,,68104.68171935178,0.24479904991841822,47551.013974358975,0.23633193916503248,False,GrandRapids-conventional,GrandRapids,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,169,True,True,0,26,75486.81108063806,0.25565036168628646,51611.40038520813,0.061805569942656735,115541.00479769707,207028.28,45118.11058751799,0.1848403226078695,32851.98146078509,0.4379367113103585,5,rmse,64489.511634176386,,,,75486.81108063806,0.25565036168628646,51611.40038520813,0.061805569942656735,False,GrandRapids-conventional,GrandRapids,conventional
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 3.0, 'epsilon': 0.01}",minmax,169,True,True,0,26,79339.70290218697,0.31074744193526527,53617.14601132826,-0.0364105657715279,151345.51442851272,207028.28,62457.373055242446,0.22588611385353438,42174.739403108135,-0.07708713662156952,5,rmse,44737.98095540915,,,,79339.70290218697,0.31074744193526527,53617.14601132826,-0.0364105657715279,False,GrandRapids-conventional,GrandRapids,conventional
silverkite,silverkite,,{},,169,False,True,0,26,82204.54405579345,0.3993190695244718,63028.26631017201,-0.11260841884194961,132895.98662250856,207028.28,44026.236147756674,0.1892423981302741,32809.621457521636,0.47798095645759375,,,,True,,,82204.54405579345,0.3993190695244718,63028.26631017201,-0.11260841884194961,False,GrandRapids-conventional,GrandRapids,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'max_depth': 2, 'max_features': 'sqrt'}",minmax,169,True,True,0,26,82900.22132038507,0.5226835677506415,72281.82539960707,-0.13151957630776723,206626.0373775502,207028.28,24013.736306289826,0.10297146487742281,18043.716066122062,0.8407780691944681,5,rmse,90888.07452833565,,,,82900.22132038507,0.5226835677506415,72281.82539960707,-0.13151957630776723,False,GrandRapids-conventional,GrandRapids,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,169,False,,0,26,135321.37862003225,0.6836490989789404,116900.08752840833,-2.0149736389348227,43832.663050172756,207028.28,46225.20848181103,0.18585184037694197,33409.56486396666,0.41001473050004644,,,,,"['elasticnet', 'knn', 'mlp', 'svr', 'mlr']",,135321.37862003225,0.6836490989789404,116900.08752840833,-2.0149736389348227,False,GrandRapids-conventional,GrandRapids,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{'max_depth': 3},minmax,169,True,True,0,26,99959.61112243602,0.699436013147352,92639.3646875,-0.6451284309026495,242581.34375,207028.28,2261.315381002989,0.010766787076525808,1750.830327797204,0.9985880943217458,5,rmse,94682.6365616967,,,,99959.61112243602,0.699436013147352,92639.3646875,-0.6451284309026495,False,GrandRapids-conventional,GrandRapids,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,169,False,,0,26,156315.56629575515,0.8435442495250588,140123.6196218367,-3.0230473921352603,21761.912045154244,207028.28,46875.63245400408,0.18996740994215763,33972.70434955064,0.3932948351637634,,,,,"['elasticnet', 'knn', 'mlp', 'svr', 'mlr', 'gbt', 'xgboost']","(0.27700465388127865, 0.20467651934270895, 0.19372116897562683, 0.1931546020709937, 0.1167680697736316, 0.014674985955760262, 0.0)",156315.56629575515,0.8435442495250588,140123.6196218367,-3.0230473921352603,False,GrandRapids-conventional,GrandRapids,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",minmax,169,True,True,0,26,164109.96362327336,0.8989633031709199,148112.03574788567,-3.4342542452207665,7504.493749269029,207028.28,45118.11132176823,0.18484115334556203,32852.06960602269,0.4379366930163696,5,rmse,44591.48178517751,,,,164109.96362327336,0.8989633031709199,148112.03574788567,-3.4342542452207665,False,GrandRapids-conventional,GrandRapids,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",minmax,169,True,True,0,26,373104.75099290477,2.408357325684027,365293.7585476498,-21.919875304595298,-195565.27105794835,207028.28,57762.3765661431,0.25349420397685724,42977.58957177695,0.07875844796063047,5,rmse,23056.58214154705,,,,373104.75099290477,2.408357325684027,365293.7585476498,-21.919875304595298,False,GrandRapids-conventional,GrandRapids,conventional
weighted,combo,,"{'how': 'weighted', 'models': 'top_7', 'rebalance_weights': 0}",,168,False,,1,26,3290.4870947091927,1.3564459258878778,2007.248020333031,0.01802984549964104,-31.056776647570338,-672.0200000000004,1233.1746614666695,2.6895430579930926,697.8863707932583,0.638539651280337,,,,,"['mlp', 'knn', 'svr', 'elasticnet', 'mlr', 'gbt', 'xgboost']","(0.21272031770948183, 0.20979302239405134, 0.19753041824783024, 0.15143964716320094, 0.13485958176798074, 0.09365701271745494, 0.0)",2308.666180739279,0.15277829951934863,1463.9439271409742,0.06653230765621343,True,GrandRapids-organic,GrandRapids,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",pt,168,True,True,1,26,3321.0050089019237,1.002993500145242,1952.1347029278395,-0.00026936006150490854,-13.826205286875652,-672.0200000000004,1630.16103263731,9.323195678827732,943.5690429058282,0.3683558281200908,5,rmse,790.3300744406201,,,,2497.9385152588047,0.15905152866418576,1541.8664612202276,-0.09279952612047149,False,GrandRapids-organic,GrandRapids,organic
silverkite,silverkite,,{},,168,False,True,1,26,3263.2489216085805,1.1590407065803061,1952.1996187566854,0.03421977002630605,58.946267301166834,-672.0200000000004,1845.6235413898287,3.6288915935319173,984.6761421067653,0.076377447809447,,,,True,,,2326.9609517239032,0.18904466140755447,1674.39399594198,0.05167936573847609,False,GrandRapids-organic,GrandRapids,organic
prophet,prophet,,{},,168,False,True,1,26,3246.9802922296026,1.416171390775367,2048.23095906218,0.043825384447422566,-961.2589065668391,-672.0200000000004,1857.7468739360838,5.5010771286489595,1053.6966715580954,0.06420361151340792,,,,True,,,2217.8041560715014,0.1923802341042735,1661.7928065455949,0.13856325023354266,False,GrandRapids-organic,GrandRapids,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5'}",,168,False,,1,26,3324.6836241732117,1.305585103438178,2017.1901944340887,-0.0024865467558838894,-14.07954336546644,-672.0200000000004,1339.4417032864442,3.12873385763329,755.5040723602258,0.5735588447688242,,,,,"['mlp', 'knn', 'svr', 'elasticnet', 'mlr']",,2408.880739717356,0.22017559237357143,1898.5780178110701,-0.016266495123315572,False,GrandRapids-organic,GrandRapids,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'n_neighbors': 5, 'weights': 'distance'}",minmax,168,True,True,1,26,3400.6194724977795,1.643904322139137,2129.261490581214,-0.048803140818000745,54.91078959174271,-672.0200000000004,0.0,0.0,0.0,1.0,5,rmse,826.5265220875426,,,,3390.2580297029117,0.327573317699498,2672.8624511818393,-1.0129941639535267,False,GrandRapids-organic,GrandRapids,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'alpha': 2.0, 'l1_ratio': 0.0}",,168,True,True,1,26,3324.631253724387,1.385483021609903,2082.708215769077,-0.0024549646489329113,201.2874302671944,-672.0200000000004,1767.5443359685744,6.293412153168391,1058.306591344961,0.2574048464278529,5,rmse,1548.074799239784,,,,3886.745869259426,0.43184164829772875,3425.653415735426,-1.6457530207148476,False,GrandRapids-organic,GrandRapids,organic
svr,svr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']","{'kernel': 'linear', 'C': 0.5, 'epsilon': 0.5}",minmax,168,True,True,1,26,3332.59229312355,1.3923025982789716,1932.5214910613913,-0.0072615960405768565,-264.6169124141103,-672.0200000000004,2051.962318845942,1.088575383313017,1097.5791016042422,-0.0008067847813046924,5,rmse,978.1554700293221,,,,5350.563530790532,0.44979034994241646,4207.463846294024,-4.013904520669462,False,GrandRapids-organic,GrandRapids,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR4', 'AR5', 'AR13', 'AR26', 'weeksin', 'weekcos', 'month_1', 'month_10', 'month_11', 'month_12', 'month_2', 'month_3', 'month_4', 'month_5', 'month_6', 'month_7', 'month_8', 'month_9', 'quarter_1', 'quarter_2', 'quarter_3', 'quarter_4', 'year', 't']",{},,168,True,True,1,26,3328.289463766038,2.2894220433732704,2108.798197294892,-0.004662252079157936,-48.152818985283375,-672.0200000000004,1680.0845986781972,9.584604655912228,1076.949149007963,0.3290753017596023,5,rmse,1753.0898060609802,,,,4323.457326845035,0.4659832304860524,3687.118951606031,-2.273703651795042,False,GrandRapids-organic,GrandRapids,organic
