ModelNickname,Estimator,Xvars,HyperParams,Scaler,Tuned,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,integration,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Name,Region,Type
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,59910.8258513232,0.20248943653323645,50522.8955119208,-0.06092886263899033,223032.75852166332,277267.97,32278.451636570968,0.09887736911577216,24023.610795759363,0.6388971818355383,,,,,"['mlp', 'elasticnet', 'xgboost', 'gbt', 'knn']",,59910.8258513232,0.20248943653323645,50522.8955119208,-0.06092886263899033,False,CincinnatiDayton-conventional,CincinnatiDayton,conventional
prophet,prophet,,{'n_changepoints': 1},,True,0,26,53854.47994465841,0.2067786093319885,46362.48795075283,0.14272664633362553,246463.08403252822,277267.97,42282.97157622629,0.13220912292591003,32112.518744322817,0.380364213052954,13,rmse,87848.21332019991,True,,,53854.47994465841,0.2067786093319885,46362.48795075283,0.14272664633362553,False,CincinnatiDayton-conventional,CincinnatiDayton,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",scale,True,0,26,58355.68191187564,0.20851833217217924,48310.69427102516,-0.006565286559901962,247109.83447667293,277267.97,53715.20716059489,0.16702278249389169,40656.06338089576,-2.6645352591003757e-15,13,rmse,44574.6477525065,,,,58355.68191187564,0.20851833217217924,48310.69427102516,-0.006565286559901962,False,CincinnatiDayton-conventional,CincinnatiDayton,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,0,26,58367.87291604107,0.20856047194066132,48320.728459854,-0.006985890791135541,247102.1410772475,277267.97,53712.37260837279,0.16700614889852602,40652.26736225468,0.0001055372428845347,13,rmse,44586.41909538055,,,,58367.87291604107,0.20856047194066132,48320.728459854,-0.006985890791135541,False,CincinnatiDayton-conventional,CincinnatiDayton,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 3},minmax,True,0,26,61718.64248997618,0.2103579082327653,52529.716225961536,-0.1259222002159044,201001.15625,277267.97,2512.259747461593,0.008169321310754745,1973.8340384615392,0.9978125679557956,13,rmse,50418.10060434876,,,,61718.64248997618,0.2103579082327653,52529.716225961536,-0.1259222002159044,False,CincinnatiDayton-conventional,CincinnatiDayton,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 18, 'weights': 'uniform'}",minmax,True,0,26,57546.26051942447,0.22665606807456687,48623.776773504265,0.02116414998363292,293285.90777777776,277267.97,41869.67480226048,0.12421249446607277,30273.385493096648,0.3924183267446467,13,rmse,69501.24810529273,,,,57546.26051942447,0.22665606807456687,48623.776773504265,0.02116414998363292,False,CincinnatiDayton-conventional,CincinnatiDayton,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,64532.657460658695,0.25933117559449437,54712.23417777185,-0.23093395462634758,312377.9202119607,277267.97,42864.79409016573,0.1235592962623859,30580.241368700634,0.3631942536309004,13,rmse,100073.00374626381,,,,64532.657460658695,0.25933117559449437,54712.23417777185,-0.23093395462634758,False,CincinnatiDayton-conventional,CincinnatiDayton,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 2, 'n_estimators': 100}",minmax,True,0,26,114403.76601900067,0.36164466530681977,99369.209781658,-2.8686219737090126,126664.75302661819,277267.97,19512.959564052522,0.06451441396350192,15603.240633098985,0.8680371218176137,13,rmse,57065.63299125064,,,,114403.76601900067,0.36164466530681977,99369.209781658,-2.8686219737090126,False,CincinnatiDayton-conventional,CincinnatiDayton,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'relu', 'hidden_layer_sizes': (25,), 'solver': 'adam', 'random_state': 20}",,True,0,26,5676.338815586524,0.4004766854103123,4661.303540638573,0.1297125114346086,19409.375855347513,15502.38,6823.045671825814,0.2978237784545548,4482.725297384781,0.1723684603244977,13,rmse,5919.431337099238,,,,5676.338815586524,0.4004766854103123,4661.303540638573,0.1297125114346086,True,CincinnatiDayton-organic,CincinnatiDayton,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 3, 'n_estimators': 100}",minmax,True,0,26,6525.495647170367,0.44176551183775076,5104.031441539275,-0.15014641020168784,15610.068118457157,15502.38,1597.8998216457808,0.08524034076531019,1181.7056794717141,0.954607973457232,13,rmse,14125.612449665501,,,,6525.495647170367,0.44176551183775076,5104.031441539275,-0.15014641020168784,False,CincinnatiDayton-organic,CincinnatiDayton,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,0,26,6518.214826736669,0.4422197129470588,5183.9847240116105,-0.14758129077230486,15965.908451805606,15502.38,7497.693828422216,0.3345935573502086,4841.561537378792,0.0006079749413135938,13,rmse,6468.065291212895,,,,6518.214826736669,0.4422197129470588,5183.9847240116105,-0.14758129077230486,False,CincinnatiDayton-organic,CincinnatiDayton,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,7691.125976102982,0.6258545741253211,6976.603739854073,-0.5977394900790216,20941.65782283501,15502.38,4798.35106991464,0.19625323043606252,2931.9687106724714,0.5906785390973919,,,,,"['mlp', 'elasticnet', 'knn', 'mlr', 'prophet']",,7691.125976102982,0.6258545741253211,6976.603739854073,-0.5977394900790216,False,CincinnatiDayton-organic,CincinnatiDayton,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 16, 'weights': 'distance'}",minmax,True,0,26,8660.771479914285,0.6696893760957483,7765.888841437554,-1.025999243503299,19669.539322516743,15502.38,0.0,0.0,0.0,1.0,13,rmse,10003.712196185897,,,,8660.771479914285,0.6696893760957483,7765.888841437554,-1.025999243503299,False,CincinnatiDayton-organic,CincinnatiDayton,organic
prophet,prophet,,{'n_changepoints': 4},,True,0,26,9439.548923330352,0.7323630440763225,7983.443434517619,-1.4067368245307676,23498.961013663837,15502.38,6124.413701188775,0.2762797988719063,4019.3932203010722,0.3331786220272943,13,rmse,11057.079824839591,True,,,9439.548923330352,0.7323630440763225,7983.443434517619,-1.4067368245307676,False,CincinnatiDayton-organic,CincinnatiDayton,organic
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,9185.520569807735,0.7791548335559239,8586.444474121634,-1.2789440748460565,22262.870606847435,15502.38,2665.8990521690957,0.1156497782877662,1706.8350456119504,0.8736521441210136,,,,,"['mlp', 'elasticnet', 'knn', 'mlr', 'prophet', 'xgboost', 'gbt']",,9185.520569807735,0.7791548335559239,8586.444474121634,-1.2789440748460565,False,CincinnatiDayton-organic,CincinnatiDayton,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,10857.395195948448,0.936777537632872,10284.669801558464,-2.1840319093872895,26164.50447084137,15502.38,6029.732057748738,0.24620153380881543,3713.1666657543105,0.35363697671787775,13,rmse,11048.94868810643,,,,10857.395195948448,0.936777537632872,10284.669801558464,-2.1840319093872895,False,CincinnatiDayton-organic,CincinnatiDayton,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 4},minmax,True,0,26,15345.990614390714,1.3460170710304593,14619.04642127404,-5.360862037467054,29730.955078125,15502.38,108.11395596599387,0.006096003847538009,81.5654801913831,0.9997922007415466,13,rmse,12216.715038519787,,,,15345.990614390714,1.3460170710304593,14619.04642127404,-5.360862037467054,False,CincinnatiDayton-organic,CincinnatiDayton,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,43430.9374613951,0.18043660241974374,32017.704141578404,0.3116754370923712,199478.92524072525,264778.18,32464.751867490235,0.13970511636140107,23779.772062098386,0.4249716610169403,13,rmse,67521.16721018299,,,,43430.9374613951,0.18043660241974374,32017.704141578404,0.3116754370923712,True,Columbus-conventional,Columbus,conventional
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,46072.646521909344,0.19897974065959095,35612.212201382565,0.22539342347395086,185553.77689456232,264778.18,26177.15839980698,0.11683582650848386,19651.329485994745,0.6261390763014398,,,,,"['xgboost', 'mlp', 'elasticnet', 'prophet', 'knn', 'gbt', 'mlr']",,46072.646521909344,0.19897974065959095,35612.212201382565,0.22539342347395086,False,Columbus-conventional,Columbus,conventional
prophet,prophet,,{'n_changepoints': 0},,True,0,26,42210.33251358712,0.20020376928221248,34704.73502756505,0.34982179551106707,193330.06646638748,264778.18,29934.860128153923,0.14417863977957082,23702.464833969505,0.5111005606828498,13,rmse,48544.67791447304,True,,,42210.33251358712,0.20020376928221248,34704.73502756505,0.34982179551106707,False,Columbus-conventional,Columbus,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 3, 'n_estimators': 100}",minmax,True,0,26,48381.31725844135,0.20215887957664197,38175.651683212054,0.14581835039388324,170944.33931991088,264778.18,9511.200856381993,0.04647587165488205,7685.644625395938,0.9506444746430185,13,rmse,57163.68411389576,,,,48381.31725844135,0.20215887957664197,38175.651683212054,0.14581835039388324,False,Columbus-conventional,Columbus,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 3},minmax,True,0,26,47867.92377742487,0.21585638759702117,39324.75370192307,0.1638502932963336,180439.921875,264778.18,2870.43517372502,0.012910293536057419,2140.036409023669,0.9955046805530698,13,rmse,40778.64946428632,,,,47867.92377742487,0.21585638759702117,39324.75370192307,0.1638502932963336,False,Columbus-conventional,Columbus,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,48575.781041224596,0.21687405780984909,38641.04644235188,0.1389379581232575,180329.73680402574,264778.18,27894.651379556624,0.12562965216569244,20862.04991216387,0.5754714044798555,,,,,"['xgboost', 'mlp', 'elasticnet', 'prophet', 'knn']",,48575.781041224596,0.21687405780984909,38641.04644235188,0.1389379581232575,False,Columbus-conventional,Columbus,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 19, 'weights': 'uniform'}",minmax,True,0,26,49408.74120509106,0.23567758334515393,38329.87295546559,0.1091544005835583,196169.34368421053,264778.18,32419.57669154664,0.13822023171226167,23537.15222049206,0.4265708682309888,13,rmse,51729.37395318481,,,,49408.74120509106,0.23567758334515393,38329.87295546559,0.1091544005835583,False,Columbus-conventional,Columbus,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",scale,True,0,26,56810.81896602731,0.24468057294199846,45589.10483868093,-0.17776043307587464,165872.03802428697,264778.18,42812.19191966142,0.19939404988960133,32794.98222356391,-4.440892098500626e-16,13,rmse,46816.54125008229,,,,56810.81896602731,0.24468057294199846,45589.10483868093,-0.17776043307587464,False,Columbus-conventional,Columbus,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,0,26,56829.763374753406,0.24476142448032645,45604.62614119575,-0.17854604735009105,165837.3139702437,264778.18,42805.882393532025,0.19935946141057154,32789.48660873196,0.0002947319867276921,13,rmse,46821.22698204962,,,,56829.763374753406,0.24476142448032645,45604.62614119575,-0.17854604735009105,False,Columbus-conventional,Columbus,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",,True,0,26,6570.721802444103,0.203940636652484,3212.466535366929,-0.20844416350977313,7788.109969802798,11125.08,5089.2978788490345,0.4745170528374807,3307.5127236831418,0.07739686603008489,13,rmse,1799.8918235418594,,,,6570.721802444103,0.203940636652484,3212.466535366929,-0.20844416350977313,True,Columbus-organic,Columbus,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,0,26,6577.141789125763,0.2042423154007772,3216.3826229589367,-0.2108067610380875,7783.0900875195075,11125.08,5294.5942090642,0.5443161818410096,3558.537863243323,0.0014621215726748904,13,rmse,1801.666218031718,,,,6577.141789125763,0.2042423154007772,3216.3826229589367,-0.2108067610380875,False,Columbus-organic,Columbus,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,6047.483201873147,0.23602583359294854,3217.511225674481,-0.023645943842860007,9494.387718083108,11125.08,3309.0169948437288,0.2847753120817252,2077.419305658509,0.6099707492518828,,,,,"['mlp', 'elasticnet', 'xgboost', 'prophet', 'knn']",,6047.483201873147,0.23602583359294854,3217.511225674481,-0.023645943842860007,False,Columbus-organic,Columbus,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 4},minmax,True,0,26,6447.629176865964,0.24790787085828292,3409.4785809795676,-0.16359147915368277,7757.98291015625,11125.08,52.79819812800988,0.005883928197801087,39.43089453702849,0.9999007027122446,13,rmse,1854.7951753999707,,,,6447.629176865964,0.24790787085828292,3409.4785809795676,-0.16359147915368277,False,Columbus-organic,Columbus,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 4, 'weights': 'uniform'}",minmax,True,0,26,6250.072401044898,0.2882512346135648,3671.8945192307697,-0.09337848809183869,10002.8275,11125.08,3420.0321142206644,0.22789529980163736,1961.5273076923077,0.5833613535726125,13,rmse,3174.568906545847,,,,6250.072401044898,0.2882512346135648,3671.8945192307697,-0.09337848809183869,False,Columbus-organic,Columbus,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,6171.082895735505,0.3663848493563472,3982.7783816213614,-0.06591651014205602,11236.80294669694,11125.08,4236.486962093027,0.3334392033354005,2710.560583588699,0.3606908330246791,13,rmse,3450.2774482599193,,,,6171.082895735505,0.3663848493563472,3982.7783816213614,-0.06591651014205602,False,Columbus-organic,Columbus,organic
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,5696.029338498816,0.42665180046623397,4310.518372263929,0.09187660597049174,14268.551304278415,11125.08,2261.24030428865,0.17070323401586326,1406.9327032916585,0.8178653318427693,,,,,"['mlp', 'elasticnet', 'xgboost', 'prophet', 'knn', 'mlr', 'gbt']",,5696.029338498816,0.42665180046623397,4310.518372263929,0.09187660597049174,False,Columbus-organic,Columbus,organic
prophet,prophet,,{'n_changepoints': 2},,True,0,26,5778.848517826363,0.42974626788169634,4408.598338121818,0.06527674157709396,14139.928122936977,11125.08,4204.3770561718775,0.3428127466062383,2742.4051874498505,0.3703452292877143,13,rmse,3119.9469543486534,True,,,5778.848517826363,0.42974626788169634,4408.598338121818,0.06527674157709396,False,Columbus-organic,Columbus,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 2, 'n_estimators': 500}",minmax,True,0,26,6477.6347063432195,0.6441996289620491,5718.108085561411,-0.17444676194314845,19497.665935372905,11125.08,356.9032687711508,0.040881626406261994,280.53973398809023,0.9954626713808005,13,rmse,5525.285350660564,,,,6477.6347063432195,0.6441996289620491,5718.108085561411,-0.17444676194314845,False,Columbus-organic,Columbus,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,173887.7150638588,1.3873001413437416,132955.37757471993,0.03925826032070545,35605.45857979877,441100.95999999996,117329.70310309922,1.0609239812674427,86997.39241627682,0.4008438084900866,,,,,"['knn', 'mlp', 'elasticnet', 'prophet', 'xgboost']",,374545.9457442669,0.22227380346970313,307584.0118185371,-0.8889101606865437,True,DallasFtWorth-conventional,DallasFtWorth,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,True,1,26,180290.93418681488,1.0016567777887442,131985.32518498562,-0.032800966663016906,816.9202945664056,441100.95999999996,149328.1065344638,1.2260444798106405,109053.06580602417,0.029473887561404233,13,rmse,103890.04420230932,,,,414762.72358547803,0.22870794237850983,324465.7844241154,-1.3163305611074763,False,DallasFtWorth-conventional,DallasFtWorth,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,1,26,180468.14317602653,0.994438526381139,131976.5870936927,-0.0348322563968102,-779.4175993692816,441100.95999999996,150991.94980500292,1.1429398836683171,110259.64757002538,0.007725810689540258,13,rmse,105019.3536923144,,,,439696.6227979205,0.24425418625233733,345964.72861873603,-1.6031989577862786,False,DallasFtWorth-conventional,DallasFtWorth,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 4},minmax,True,1,26,192207.24905483754,3.2610385965687545,157198.9054447115,-0.17383859188573902,127247.6328125,441100.95999999996,2470.9485237897056,0.0838452406576356,1738.6766925629995,0.999734263320389,13,rmse,126779.211148248,,,,389140.9290161733,0.25366508090297,321011.42956881004,-1.0389891961921163,False,DallasFtWorth-conventional,DallasFtWorth,conventional
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,180728.0077625444,1.6932423308260562,139135.23525969338,-0.03781460956213878,34268.39811440672,441100.95999999996,83905.26947824412,1.168570130330945,64063.99823107231,0.6935902494730232,,,,,"['knn', 'mlp', 'elasticnet', 'prophet', 'xgboost', 'mlr', 'gbt']",,431586.1204666861,0.27424107312034846,349945.59804029844,-1.5080491385053123,False,DallasFtWorth-conventional,DallasFtWorth,conventional
prophet,prophet,,{'n_changepoints': 3},,True,1,26,183174.67457228218,2.251182978548412,143095.4089077126,-0.06610434884397876,37480.1790579634,441100.95999999996,145651.4817893593,2.0481377295563683,111654.74083971303,0.07667642867139568,13,rmse,116053.28073894675,True,,,505823.81631498004,0.34465267951536316,453753.15916890214,-2.445082683904669,False,DallasFtWorth-conventional,DallasFtWorth,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},,True,1,26,181561.44151413566,2.2145122045754224,142870.91251262152,-0.047408519302201135,-19041.247352600098,441100.95999999996,128695.4532019507,3.3099340879742902,96254.70147952953,0.2791406841751025,13,rmse,131611.2563384916,,,,553386.3165818693,0.37535214535422734,494806.9457390177,-3.1234234307170565,False,DallasFtWorth-conventional,DallasFtWorth,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 12, 'weights': 'uniform'}",minmax,True,1,26,183067.9344871721,1.004427527985416,133012.49198717947,-0.06486222393334407,13261.978333333333,441100.95999999996,147617.81092210746,1.4881888491116244,108179.43843253968,0.051577977982658396,13,rmse,102800.64502912133,,,,827517.6075580068,0.5315152348591841,717413.6829807692,-8.220523699017317,False,DallasFtWorth-conventional,DallasFtWorth,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 2, 'n_estimators': 100}",minmax,True,1,26,226475.64245216252,2.8124411142630206,185290.8556061513,-0.6297157333145491,28833.43304519816,441100.95999999996,73844.48448836274,1.2182146686168942,57126.0755509504,0.7626658495522431,13,rmse,161253.13971955102,,,,1479416.6060904395,0.9651434691328011,1266606.3299438083,-28.47013194919984,False,DallasFtWorth-conventional,DallasFtWorth,conventional
prophet,prophet,,{'n_changepoints': 4},,True,0,26,4066.278239637138,0.11630838753648799,2963.401153152343,0.24949732142011727,23014.705413288033,31489.27,7010.522454560289,0.2010778883094249,4037.818135502416,0.5249213352375505,13,rmse,18850.6677960746,True,,,4066.278239637138,0.11630838753648799,2963.401153152343,0.24949732142011727,True,DallasFtWorth-organic,DallasFtWorth,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 19, 'weights': 'uniform'}",minmax,True,0,26,4748.486648321729,0.1965423918826826,4092.5401619433196,-0.02345441591472719,28333.79157894737,31489.27,7189.2453743100905,0.22394523511744904,4191.451650576145,0.5003897139139268,13,rmse,6570.362651817686,,,,4748.486648321729,0.1965423918826826,4092.5401619433196,-0.02345441591472719,False,DallasFtWorth-organic,DallasFtWorth,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",,True,0,26,7886.348048474831,0.21595981279153154,5709.4470585736235,-1.8229939121251864,13538.863771279246,31489.27,8616.991687081576,0.3312540465658932,5886.635286643986,0.2822451995917109,13,rmse,5676.292470661858,,,,7886.348048474831,0.21595981279153154,5709.4470585736235,-1.8229939121251864,False,DallasFtWorth-organic,DallasFtWorth,organic
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,6262.113446077362,0.25267368905313387,5198.956771688488,-0.7799177092392893,30854.935570051544,31489.27,4619.4786863757845,0.12453795218795802,2554.930541581678,0.7937230538704959,,,,,"['elasticnet', 'mlp', 'knn', 'gbt', 'xgboost', 'mlr', 'prophet']",,6262.113446077362,0.25267368905313387,5198.956771688488,-0.7799177092392893,False,DallasFtWorth-organic,DallasFtWorth,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 1.0}",scale,True,0,26,7105.006987455849,0.26390383212461865,5965.372595719093,-1.2913270414861353,18730.208251843156,31489.27,7491.029348677805,0.2014761066827525,4205.282023487063,0.45756493648810304,13,rmse,5585.626339957365,,,,7105.006987455849,0.26390383212461865,5965.372595719093,-1.2913270414861353,False,DallasFtWorth-organic,DallasFtWorth,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,7909.558802884921,0.3160477782704805,6481.532615264049,-1.8396353896276785,32159.38356435034,31489.27,4302.780544662544,0.1407196851531768,2646.3529285331374,0.8210370416119515,,,,,"['elasticnet', 'mlp', 'knn', 'gbt', 'xgboost']",,7909.558802884921,0.3160477782704805,6481.532615264049,-1.8396353896276785,False,DallasFtWorth-organic,DallasFtWorth,organic
