ModelNickname,Estimator,Xvars,HyperParams,Scaler,Tuned,Integration,TestSetLength,TestSetRMSE,TestSetMAPE,TestSetMAE,TestSetR2,LastTestSetPrediction,LastTestSetActual,InSampleRMSE,InSampleMAPE,InSampleMAE,InSampleR2,ValidationSetLength,ValidationMetric,ValidationMetricValue,univariate,models,integration,LevelTestSetRMSE,LevelTestSetMAPE,LevelTestSetMAE,LevelTestSetR2,best_model,Name,Region,Type
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,251279.45876738205,13.279363516874763,228966.40859045403,-4.310555334743172,-226294.93587208685,-79846.93,102973.3050047541,1.7637227128834057,76942.75371944583,0.2941622644018781,,,,,"['knn', 'elasticnet', 'mlp', 'prophet', 'mlr']",,3540378.138535268,7.268121385145293,3090099.263400584,-1076.6568364373406,False,Orlando-conventional,Orlando,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 0.6, 'l1_ratio': 0.75}",minmax,True,1,26,1110746.425228777,66.21582782013115,1105383.4278801773,-102.76617565543256,-1099289.129770025,-79846.93,117346.49179716226,1.4743304328150448,87222.87513959613,0.08336636367715455,13,rmse,35387.12359937391,,,,17099748.521276068,35.26373511231498,14942521.170418816,-25138.731473853488,False,Orlando-conventional,Orlando,conventional
prophet,prophet,,{'n_changepoints': 3},,True,1,26,1707.9695989794334,1.2854343334552698,1393.9736895235937,0.04956088703018913,415.6835257173185,-1120.7399999999998,1353.865730020965,2.223980734584718,955.7121770727168,0.07080321677095802,13,rmse,1617.8385379274214,True,,,2603.9661689184027,0.2337992647967046,2009.148906626528,-0.5078250762110086,True,Orlando-organic,Orlando,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,1781.297418145347,1.0886689682391562,1427.3012451821207,-0.03380089731279545,332.3530024262942,-1120.7399999999998,1273.9231831344216,1.3700760527113265,909.5182189115827,0.177297173545775,,,,,"['elasticnet', 'mlr', 'knn', 'mlp', 'prophet']",,3302.370815064699,0.3164756136558596,2690.688144263246,-1.4251128993209967,False,Orlando-organic,Orlando,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},,True,1,26,1871.9686229908614,1.282354573771364,1498.748979434814,-0.14172407260023756,569.1878487206995,-1120.7399999999998,1239.8327775730204,1.7238427444898985,929.7622302621083,0.2207393713314425,13,rmse,1357.2837373427526,,,,3494.509923454201,0.33423052157014715,2833.7882366558993,-1.7155189811376292,False,Orlando-organic,Orlando,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 2.6, 'l1_ratio': 1.0}",,True,1,26,1883.8133427069354,1.303728301658618,1519.7692851503946,-0.1562181036904029,564.9720360994295,-1120.7399999999998,1271.593807556707,1.6460106403976236,941.4379390090527,0.18030305622027132,13,rmse,1323.5456711532008,,,,3507.037070977858,0.33571674327690193,2849.8652561332788,-1.7350231068103454,False,Orlando-organic,Orlando,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 18, 'weights': 'uniform'}",minmax,True,1,26,1740.0734776464421,1.1534853328202224,1372.1978418803421,0.013495199460982099,123.15333333333335,-1120.7399999999998,1379.3536292743966,1.2097867118960615,950.4831283068783,0.035487742973317915,13,rmse,1400.935305482134,,,,3329.1593196683266,0.3361469887787537,2801.9370299145285,-1.4646170296203294,False,Orlando-organic,Orlando,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",minmax,True,1,26,1757.9700287688795,0.9833090574074681,1387.8003774054914,-0.006901438155751727,-11.231731739310153,-1120.7399999999998,1345.5724642042055,1.765193802728481,938.7462984397241,0.08215216150898386,13,rmse,1430.1594643034803,,,,3715.07430079301,0.3610668154136096,3056.1504390098435,-2.069130072465439,False,Orlando-organic,Orlando,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 3, 'n_estimators': 100}",minmax,True,1,26,2394.952283255977,6.991449604262613,1962.6843209321237,-0.8687781943642103,2297.026707208027,-1120.7399999999998,456.5299919529846,0.9536639380661318,360.3595716618646,0.8943437639286739,13,rmse,1985.7340931122662,,,,14206.24797236443,1.4961109877430243,11811.07189202759,-43.878576053161936,False,Orlando-organic,Orlando,organic
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,2103.4598648748097,4.685709287729496,1635.727631328341,-0.44155921843362433,1996.773147765759,-1120.7399999999998,575.9364885604529,0.7903069185112296,427.15966901492783,0.831846583499602,,,,,"['elasticnet', 'mlr', 'knn', 'mlp', 'prophet', 'gbt', 'xgboost']",,15061.156387584686,1.7050278505741845,13066.88862646351,-49.442537172569196,False,Orlando-organic,Orlando,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 4},minmax,True,1,26,2983.95471990571,7.9598333359304325,2548.6644707782452,-1.901005052653299,3467.4296875,-1120.7399999999998,25.21142667288848,0.07827004795938218,18.788320090373386,0.9996777808468063,13,rmse,2149.654491764473,,,,33879.656696623024,3.8751093970158603,29681.47323392428,-254.24561423958914,False,Orlando-organic,Orlando,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,101652.63406776644,0.10865722491831306,58188.30154856632,0.1046777772357933,438664.6978271793,503277.65,64724.1765977933,0.10694095482335074,45980.60420006361,0.34498127347429486,13,rmse,60521.634982426855,,,,101652.63406776644,0.10865722491831306,58188.30154856632,0.1046777772357933,True,Philadelphia-conventional,Philadelphia,conventional
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,105961.17321475594,0.11109531517023691,60786.25726747292,0.02717301884920309,418242.4181308332,503277.65,54533.05988007628,0.09051038745272477,38498.826330819116,0.5350134597576552,,,,,"['xgboost', 'prophet', 'mlp', 'elasticnet', 'knn', 'gbt', 'mlr']",,105961.17321475594,0.11109531517023691,60786.25726747292,0.02717301884920309,False,Philadelphia-conventional,Philadelphia,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 15, 'weights': 'uniform'}",minmax,True,0,26,107767.69581052318,0.12371930201507014,65484.83866666666,-0.00628102920611906,396819.85,503277.65,65375.40152335856,0.10755045455172893,45712.779057199215,0.3317339679983726,13,rmse,35911.42981722248,,,,107767.69581052318,0.12371930201507014,65484.83866666666,-0.00628102920611906,False,Philadelphia-conventional,Philadelphia,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,106647.66618654848,0.1256462176547822,66027.74935828311,0.014526834662981658,407474.85516146955,503277.65,52667.37073936383,0.0871283643720306,36446.523568049786,0.5662855176648451,,,,,"['xgboost', 'prophet', 'mlp', 'elasticnet', 'knn']",,106647.66618654848,0.1256462176547822,66027.74935828311,0.014526834662981658,False,Philadelphia-conventional,Philadelphia,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 2, 'n_estimators': 100}",minmax,True,0,26,117608.5404430213,0.12784086728153957,69027.2677501663,-0.198449700761548,421609.77922589984,503277.65,30423.31609939386,0.05607081901712099,23433.722019634584,0.855278269280721,13,rmse,41320.64817209098,,,,117608.5404430213,0.12784086728153957,69027.2677501663,-0.198449700761548,False,Philadelphia-conventional,Philadelphia,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 4},minmax,True,0,26,104407.21433909048,0.1338120217937537,65876.6191826923,0.05549750828627342,446546.5625,503277.65,1027.2416168271116,0.0018801705739279477,755.715140532544,0.9998350068707341,13,rmse,24688.182309420255,,,,104407.21433909048,0.1338120217937537,65876.6191826923,0.05549750828627342,False,Philadelphia-conventional,Philadelphia,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",scale,True,0,26,113163.85863582147,0.15471481450270558,77069.99461538461,-0.10957735750660302,405651.3319834226,503277.65,79972.31648333077,0.1382935454812675,57505.267671398346,-4.440892098500626e-15,13,rmse,32619.802153531688,,,,113163.85863582147,0.15471481450270558,77069.99461538461,-0.10957735750660302,False,Philadelphia-conventional,Philadelphia,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,0,26,113185.31066832907,0.1547494221830532,77086.30727264224,-0.10999807390707805,405632.4467769043,503277.65,79965.50548144408,0.13827751897449736,57499.41784234539,0.00017032673679384658,13,rmse,32624.878280547422,,,,113185.31066832907,0.1547494221830532,77086.30727264224,-0.10999807390707805,False,Philadelphia-conventional,Philadelphia,conventional
prophet,prophet,,{'n_changepoints': 2},,True,0,26,122171.97025250667,0.19961486248700622,95751.78742621224,-0.29325821627794046,382724.08454702067,503277.65,57277.75851096216,0.09872131142159889,40931.11671396962,0.48702916237680005,13,rmse,31438.367438604564,True,,,122171.97025250667,0.19961486248700622,95751.78742621224,-0.29325821627794046,False,Philadelphia-conventional,Philadelphia,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25,), 'solver': 'lbfgs', 'random_state': 20}",,True,1,26,13856.671645959581,2.3050764676520603,6295.642723890038,0.0925838572720441,-3686.8389668704585,-2738.959999999999,8276.802257267633,4.2962411002924155,3915.401811119845,0.05977473243245501,13,rmse,5242.845838373975,,,,11503.316632004347,0.17825044360586398,6160.197562074372,-0.17997242975486638,True,Philadelphia-organic,Philadelphia,organic
prophet,prophet,,{'n_changepoints': 2},,True,1,26,14224.027664266341,1.1844592979073285,7564.069202513505,0.04383283493095014,866.9439100328897,-2738.959999999999,8324.155251171389,3.5440214866267477,4266.642223964479,0.048985579732938045,13,rmse,5933.234841341262,True,,,13874.528298928532,0.45817194322969146,12133.815838347973,-0.7165725608933757,False,Philadelphia-organic,Philadelphia,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},,True,1,26,13756.793170662948,1.7390653626281465,7043.6930975774,0.1056179695183278,87.32360031688586,-2738.959999999999,7774.593572453827,3.66869487462423,3608.7535433284925,0.17041259644531537,13,rmse,5885.372727646975,,,,17486.22123038007,0.5888556301588271,15705.052407164754,-1.7265762616374745,False,Philadelphia-organic,Philadelphia,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 13, 'weights': 'uniform'}",minmax,True,1,26,14111.971240981136,1.983438265328804,7549.053934911243,0.058838800047395834,-161.82076923076923,-2738.959999999999,8488.952952105177,1.533771504027109,4021.062944139194,0.010957366906922394,13,rmse,5732.894430215549,,,,27848.519127888983,0.9779269937077667,25510.99508875742,-5.915600932394962,False,Philadelphia-organic,Philadelphia,organic
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,17066.601398803494,11.896015662856168,11588.978159678822,-0.3765206791267579,-10879.202216191174,-2738.959999999999,2565.651984082713,1.0879306639583566,1542.3139736197688,0.9096553890192168,,,,,"['mlp', 'knn', 'mlr', 'elasticnet', 'prophet', 'gbt', 'xgboost']",,66712.68984107277,1.8365527397419883,55415.10357530649,-38.68648315674539,False,Philadelphia-organic,Philadelphia,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 3, 'n_estimators': 100}",minmax,True,1,26,29638.15768749689,14.547884141721674,22557.925736586985,-3.1513663238075056,2705.6140040324844,-2738.959999999999,1492.6654123719075,1.1853771426081714,1076.1246244836516,0.9694204071752128,13,rmse,30928.797899466448,,,,102292.55622377933,3.008282047442962,89008.37567972425,-92.30690304102329,False,Philadelphia-organic,Philadelphia,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 2},minmax,True,1,26,28869.45044090803,29.714190405480352,22141.222428635818,-2.9388159033542447,-42664.5625,-2738.959999999999,1562.472690781342,1.2365088385948686,1104.1182322566851,0.9664933021028466,13,rmse,31520.384104559056,,,,271788.75403928553,8.00296787689631,231927.55993802584,-657.7015379258936,False,Philadelphia-organic,Philadelphia,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,1,26,26814.126763587316,22.722922321471767,25214.932765338577,-2.397942032035458,22077.790823439187,-2738.959999999999,8086.66677098167,1.6784025883422633,3744.8293939673686,0.10247644744603468,,,,,"['mlp', 'knn', 'mlr', 'elasticnet', 'prophet']",,359976.7111724725,11.159073836761369,316700.1456102967,-1154.5121640951254,False,Philadelphia-organic,Philadelphia,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 0.3, 'l1_ratio': 0.0}",minmax,True,1,26,114194.70341265973,109.33433908220103,113264.03726228833,-60.62835436364065,113283.34634294739,-2738.959999999999,8513.26694106582,1.1323793175315338,3988.5057479085267,0.005283637714026734,13,rmse,5892.853226513853,,,,1755458.698427378,53.84522039896736,1537182.9384766216,-27478.38090619287,False,Philadelphia-organic,Philadelphia,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,229843.30653269723,0.1453303263981325,181554.34192961577,0.5261213184999802,1409333.7451154853,1684537.69,186039.81778743537,0.12707032138748361,144681.4524993294,0.5017861869028732,13,rmse,530778.8234422131,,,,229843.30653269723,0.1453303263981325,181554.34192961577,0.5261213184999802,True,PhoenixTucson-conventional,PhoenixTucson,conventional
prophet,prophet,,{'n_changepoints': 2},,True,0,26,264796.9363982221,0.15092558999712857,203966.5297933358,0.37103082437787716,1291151.6469645158,1684537.69,177296.06502674086,0.12543529559064617,139732.24807211827,0.547517125271052,13,rmse,336177.2244808139,True,,,264796.9363982221,0.15092558999712857,203966.5297933358,0.37103082437787716,False,PhoenixTucson-conventional,PhoenixTucson,conventional
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,288186.80026384804,0.17516402581098584,229753.88834361458,0.2550079814738557,1209161.3152429583,1684537.69,130422.9639537229,0.09627763996910364,103603.60663786775,0.7551432478495013,,,,,"['mlp', 'elasticnet', 'prophet', 'gbt', 'knn']",,288186.80026384804,0.17516402581098584,229753.88834361458,0.2550079814738557,False,PhoenixTucson-conventional,PhoenixTucson,conventional
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,303127.8152332507,0.17660442241579039,238736.0093961186,0.17575745349086958,1240073.6068966445,1684537.69,96348.56760501195,0.06831579784967592,76909.4933283881,0.8663729200320062,,,,,"['mlp', 'elasticnet', 'prophet', 'gbt', 'knn', 'xgboost', 'mlr']",,303127.8152332507,0.17660442241579039,238736.0093961186,0.17575745349086958,False,PhoenixTucson-conventional,PhoenixTucson,conventional
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 3, 'n_estimators': 500}",minmax,True,0,26,330660.6067497496,0.2125472477705553,276744.9048471467,0.01922730497792491,1239669.440197891,1684537.69,2497.9021634444907,0.0018222797750061881,1981.9570300300275,0.9999101837741678,13,rmse,363599.9631610885,,,,330660.6067497496,0.2125472477705553,276744.9048471467,0.01922730497792491,False,PhoenixTucson-conventional,PhoenixTucson,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 5, 'weights': 'distance'}",minmax,True,0,26,332754.2019857615,0.21313162369268193,270678.2610331223,0.006768358136814867,1253050.362164271,1684537.69,0.0,0.0,0.0,1.0,13,rmse,427614.5041815677,,,,332754.2019857615,0.21313162369268193,270678.2610331223,0.006768358136814867,False,PhoenixTucson-conventional,PhoenixTucson,conventional
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",,True,0,26,346853.1451438875,0.24116107195543895,286177.80731298926,-0.07918207601893279,1131106.6249770464,1684537.69,255783.38148714905,0.1871355530805274,201073.67742651727,0.05822186720137568,13,rmse,316576.7283583127,,,,346853.1451438875,0.24116107195543895,286177.80731298926,-0.07918207601893279,False,PhoenixTucson-conventional,PhoenixTucson,conventional
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,0,26,347007.77829403995,0.2412664528026555,286313.62973135343,-0.08014452669722649,1130828.5019110672,1684537.69,263471.47424928396,0.19629493928565597,207729.83263910664,0.0007569037859899153,13,rmse,316591.99930277246,,,,347007.77829403995,0.2412664528026555,286313.62973135343,-0.08014452669722649,False,PhoenixTucson-conventional,PhoenixTucson,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 2},minmax,True,0,26,530981.018337144,0.3837526765790403,480830.5885576923,-1.5290734473684227,987213.0,1684537.69,54811.682733148264,0.03905119667021777,43267.84576923077,0.956753573824574,13,rmse,449360.5167377726,,,,530981.018337144,0.3837526765790403,480830.5885576923,-1.5290734473684227,False,PhoenixTucson-conventional,PhoenixTucson,conventional
weighted,combo,,"{'how': 'weighted', 'models': ('mlr', 'knn', 'xgboost', 'gbt', 'elasticnet', 'mlp', 'prophet'), 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,2583.411179082894,0.11975377034198373,1876.4152959029257,0.22083947754238675,13797.832307919381,15372.8,1631.1625914907802,0.09794630011043085,1136.4832693160936,0.8480396352055435,,,,,"['mlp', 'elasticnet', 'xgboost', 'gbt', 'prophet', 'knn', 'mlr']",,2583.411179082894,0.11975377034198373,1876.4152959029257,0.22083947754238675,True,PhoenixTucson-organic,PhoenixTucson,organic
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 6, 'weights': 'distance'}",minmax,True,0,26,2835.114078839994,0.1570279978339042,2326.094613119799,0.06161523481453446,11024.749998748925,15372.8,0.0,0.0,0.0,1.0,13,rmse,3102.177021955774,,,,2835.114078839994,0.1570279978339042,2326.094613119799,0.06161523481453446,False,PhoenixTucson-organic,PhoenixTucson,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,2753.473324981493,0.16434652810038028,2323.8308824050196,0.1148810925550825,14151.16688353669,15372.8,2221.9617927665527,0.15439204451447278,1671.0079522192314,0.718026045338487,,,,,"['mlp', 'elasticnet', 'xgboost', 'gbt', 'prophet']",,2753.473324981493,0.16434652810038028,2323.8308824050196,0.1148810925550825,False,PhoenixTucson-organic,PhoenixTucson,organic
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,3198.222079950802,0.1679073356247465,2510.2642602511623,-0.19414511266041568,14311.192647471606,15372.8,2568.9977639059393,0.1590952264820843,1867.1940507923505,0.6230677697976539,13,rmse,3385.5853213849177,,,,3198.222079950802,0.1679073356247465,2510.2642602511623,-0.19414511266041568,False,PhoenixTucson-organic,PhoenixTucson,organic
elasticnet,elasticnet,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'alpha': 10.0, 'l1_ratio': 0.0}",scale,True,0,26,3709.773238734047,0.1790222649447143,2834.494249699731,-0.6066992799860569,11737.605902437406,15372.8,4178.205792247886,0.2974723749656005,3175.5662960427003,0.0029533579204570337,13,rmse,1679.8952779640492,,,,3709.773238734047,0.1790222649447143,2834.494249699731,-0.6066992799860569,False,PhoenixTucson-organic,PhoenixTucson,organic
prophet,prophet,,{'n_changepoints': 0},,True,0,26,3488.894968282357,0.1859481679428841,2608.984201873321,-0.4210706236685533,15484.00418127541,15372.8,2996.4316722319495,0.1891878755681435,2183.0312840261245,0.48720405839554515,13,rmse,2803.1833786990164,True,,,3488.894968282357,0.1859481679428841,2608.984201873321,-0.4210706236685533,False,PhoenixTucson-organic,PhoenixTucson,organic
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 2},minmax,True,0,26,3697.1463082945506,0.2625573449127667,3207.472256610577,-0.5957804705486216,15510.9521484375,15372.8,589.1503843216249,0.04112171008312928,454.0937758875739,0.9801761431831151,13,rmse,1683.205740041321,,,,3697.1463082945506,0.2625573449127667,3207.472256610577,-0.5957804705486216,False,PhoenixTucson-organic,PhoenixTucson,organic
gbt,gbt,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'max_depth': 2, 'n_estimators': 500}",minmax,True,0,26,4408.101338389416,0.3144587980049114,3797.7942681642844,-1.268522081819491,19185.724464455696,15372.8,257.91513150678935,0.019099327291192087,203.9831637313841,0.9962008235351126,13,rmse,1911.3969364010243,,,,4408.101338389416,0.3144587980049114,3797.7942681642844,-1.268522081819491,False,PhoenixTucson-organic,PhoenixTucson,organic
mlp,mlp,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'activation': 'tanh', 'hidden_layer_sizes': (25, 25), 'solver': 'lbfgs', 'random_state': 20}",,True,0,26,5749.717462957404,0.3224295517117198,4870.792209670679,-2.859516301576532,8837.547721077446,15372.8,4184.3893609273855,0.2979820714461706,3180.4173962834357,0.0,13,rmse,1678.6422871200064,,,,5749.717462957404,0.3224295517117198,4870.792209670679,-2.859516301576532,False,PhoenixTucson-organic,PhoenixTucson,organic
avg,combo,,"{'how': 'simple', 'models': 'top_5', 'determine_best_by': 'ValidationMetricValue'}",,False,0,26,34194.90441601686,0.1690571763323074,23277.02283092563,0.040341275103681795,114633.43976362745,132097.87,20830.200114299256,0.13929494372798776,14748.214983212805,0.6069786782842554,,,,,"['elasticnet', 'mlp', 'xgboost', 'prophet', 'knn']",,34194.90441601686,0.1690571763323074,23277.02283092563,0.040341275103681795,True,Pittsburgh-conventional,Pittsburgh,conventional
xgboost,xgboost,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{'max_depth': 6},minmax,True,0,26,36706.01284329068,0.17525492728110856,25070.02423076923,-0.10577929138147901,106110.46875,132097.87,11.81318598072318,8.338271360561818e-05,8.277531434911138,0.9999998735952744,13,rmse,9814.28357446307,,,,36706.01284329068,0.17525492728110856,25070.02423076923,-0.10577929138147901,False,Pittsburgh-conventional,Pittsburgh,conventional
knn,knn,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']","{'n_neighbors': 16, 'weights': 'uniform'}",minmax,True,0,26,28740.961924752733,0.18184541805292895,23076.92338942307,0.32205162107702856,136417.298125,132097.87,26027.859180780644,0.17328569133965638,18872.142577662722,0.38637064945078914,13,rmse,27517.833775555628,,,,28740.961924752733,0.18184541805292895,23076.92338942307,0.32205162107702856,False,Pittsburgh-conventional,Pittsburgh,conventional
mlr,mlr,"['AR1', 'AR2', 'AR3', 'AR26', 'week', 'weeksin', 'weekcos', 'month', 'monthsin', 'monthcos', 'quarter', 'quartersin', 'quartercos', 'year', 't']",{},scale,True,0,26,33088.135953645426,0.18865035312542885,24777.651785348913,0.10145748464899429,128580.34438830471,132097.87,26588.069918524623,0.1751913566096639,19418.4733171328,0.35967147088864315,13,rmse,29243.32493891092,,,,33088.135953645426,0.18865035312542885,24777.651785348913,0.10145748464899429,False,Pittsburgh-conventional,Pittsburgh,conventional
